Feature_Index	Scan	Scan_Start	Scan_End	Scan_Aligned	NET	Monoisotopic_Mass	Monoisotopic_Mass_Calibrated	Abundance	Class_Rep_MZ	Class_Rep_Charge
0	2874	2859	2889	2874	0.2086	595.345	595.345	14560	596.3519897	1
1	2906	2895	2921	2906	0.2110	622.30875	622.30875	50920	623.3162231	1
2	2517	2490	2636	2517	0.1827	630.33435	630.33435	5.7189800E+06	631.3414917	1
3	2584	2562	2602	2584	0.1876	637.28285	637.28285	229670	638.289917	1
4	3349	3333	3368	3349	0.2431	645.3705	645.3705	715830	646.3776245	1
5	2997	2983	3014	2997	0.2176	652.39155	652.39155	131510	653.3983765	1
6	4477	4459	4483	4477	0.3250	656.34945	656.34945	1.0762000E+06	657.3566284	1
7	2900	2883	2921	2900	0.2105	656.3504	656.3504	206210	657.3577881	1
8	4675	4667	4683	4675	0.3394	656.3596	656.3596	341900	657.3668823	1
9	2830	2808	2898	2830	0.2054	656.3616	656.3616	267970	657.3687744	1
10	2476	2433	2484	2476	0.1797	659.3505	659.3505	288130	660.3599854	1
11	3862	3851	3874	3862	0.2804	672.3813	672.3813	432600	673.3886108	1
12	5200	5121	5240	5200	0.3775	673.4165	673.4165	2.2121000E+07	674.4238281	1
13	4160	4149	4163	4160	0.3020	675.38135	675.38135	414600	676.3886108	1
14	3829	3811	3848	3829	0.2780	679.391	679.391	2.8274000E+06	680.3980713	1
15	3513	3503	3519	3513	0.2550	687.3554	687.3554	304900	688.362915	1
16	3094	3077	3130	3094	0.2246	687.3715	687.3715	597410	688.3792725	1
17	4313	4292	4338	4313	0.3131	688.3663	688.3663	6.4510000E+06	689.3734741	1
18	2679	2662	2688	2679	0.1945	689.37185	689.37185	263150	690.380127	1
19	2906	2889	2938	2906	0.2110	693.3459	693.3459	616420	694.3530884	1
20	3195	3173	3240	3195	0.2319	695.3726	695.3726	969600	696.3795776	1
21	5453	5444	5456	5453	0.3959	698.4696	698.4696	268000	699.4769287	1
22	4277	4263	4310	4277	0.3105	701.3715	701.3715	2.5113000E+06	702.378418	1
23	3618	3604	3621	3618	0.2626	704.3646	704.3646	193900	705.3717041	1
24	3823	3811	3835	3823	0.2775	704.3898	704.3898	628100	705.3972168	1
25	4247	4228	4258	4247	0.3083	706.3402	706.3402	663200	707.3474731	1
26	4500	4480	4538	4500	0.3267	706.3685	706.3685	7.1480000E+06	707.3754272	1
27	2622	2613	2630	2622	0.1903	707.31755	707.31755	14690	708.324707	1
28	5404	5386	5415	5404	0.3923	709.3553	709.3553	458600	710.3626709	1
29	5200	5176	5218	5200	0.3775	709.3583	709.3583	1.1363000E+07	710.3656006	1
30	5173	5158	5209	5173	0.3755	711.3707	711.3707	5.5900000E+07	712.3778076	1
31	4396	4379	4403	4396	0.3191	734.3969	734.3969	282100	735.4038086	1
32	3714	3645	3714	3714	0.2696	734.481	734.481	657700	735.4873047	1
33	5191	5170	5223	5191	0.3768	735.4279	735.4279	1.5923800E+07	736.4353027	1
34	3113	3097	3139	3113	0.2260	738.3561	738.3561	744930	739.362793	1
35	6252	6226	6404	6252	0.4539	747.4289	747.4289	1.1897250E+08	748.4354858	1
36	4909	4897	4938	4909	0.3564	749.3614	749.3614	4.2898000E+06	750.3690796	1
37	2422	2420	2433	2422	0.1758	751.3519	751.3519	5722	752.3590088	1
38	3116	3113	3124	3116	0.2262	752.3353	752.3353	20290	753.3432007	1
39	2991	2975	2994	2991	0.2171	752.3718	752.3718	12720	753.3790283	1
40	5610	5595	5629	5610	0.4073	760.3971	760.3971	1.8348000E+06	761.4044189	1
41	3851	3848	3859	3851	0.2796	761.4805	761.4805	176600	762.4876099	1
42	5560	5532	5589	5560	0.4036	764.3975	764.3975	9.1448000E+06	765.4047241	1
43	6093	6059	6138	6093	0.4423	764.3977	764.3977	2.1287800E+07	765.4049072	1
44	5365	5365	5386	5365	0.3895	764.42605	764.42605	341300	765.4329834	1
45	6053	6050	6076	6053	0.4394	774.4651	774.4651	463600	775.4724121	1
46	5980	5962	6065	5980	0.4341	778.442	778.442	5.5513000E+07	779.4492798	1
47	3237	3217	3252	3237	0.2350	779.3831	779.3831	342180	780.3900146	1
48	2935	2921	2938	2935	0.2131	780.4033	780.4033	17740	781.4099731	1
49	4160	4137	4211	4160	0.3020	788.465	788.465	2.3448900E+07	789.472229	1
50	2613	2593	2688	2613	0.1897	789.4243	789.4243	994630	790.4317017	1
51	5049	5025	5087	5049	0.3665	794.4109	794.4109	3.7316000E+07	795.4174805	1
52	5313	5305	5316	5313	0.3857	794.4363	794.4363	868000	795.4436035	1
53	3811	3800	3838	3811	0.2767	797.3577	797.3577	1.9952000E+06	798.3651733	1
54	2724	2668	2871	2724	0.1977	800.3787	800.3787	127905	401.1965027	2
55	5968	5939	5993	5968	0.4332	800.4947	800.4947	3.5444000E+07	401.2544861	2
56	3516	3494	3534	3516	0.2552	802.38235	802.38235	959900	803.3897095	1
57	4301	4292	4319	4301	0.3122	804.4249	804.4249	1.0026000E+06	403.219696	2
58	4527	4512	4554	4527	0.3286	805.4087	805.4087	5.2306000E+06	806.4163818	1
59	4242	4219	4310	4242	0.3079	805.4086	805.4086	1.7350200E+07	403.7114868	2
60	3307	3289	3333	3307	0.2401	805.4707	805.4707	637960	403.7424927	2
61	5631	5617	5731	5631	0.4088	806.40825	806.40825	1.5106000E+06	404.2112122	2
62	4327	4327	4347	4327	0.3141	810.4251	810.4251	123900	811.4326172	1
63	3403	3371	3435	3403	0.2470	812.43975	812.43975	5.2976000E+06	407.2269897	2
64	4280	4269	4298	4280	0.3107	814.4562	814.4562	648400	815.4633789	1
65	2915	2900	2958	2915	0.2116	817.4193	817.4193	498480	409.716095	2
66	2895	2886	2912	2895	0.2102	821.3967	821.3967	223370	411.7054138	2
67	3732	3717	3754	3732	0.2709	821.4402	821.4402	1.2415900E+07	411.7273865	2
68	3281	3258	3304	3281	0.2382	828.4349	828.4349	901060	415.2247009	2
69	3050	3027	3104	3050	0.2214	836.3675	836.3675	827900	419.1907959	2
70	4759	4733	4870	4759	0.3455	836.469	836.469	2.4804040E+08	419.2416992	2
71	4203	4192	4214	4203	0.3051	838.4919	838.4919	1.1609000E+06	420.2532043	2
72	5438	5404	5456	5438	0.3948	839.5233	839.5233	7.7473000E+06	420.7688904	2
73	6176	6170	6199	6176	0.4483	840.414	840.414	1.4278000E+06	841.4213867	1
74	4609	4545	4658	4609	0.3346	841.5025	841.5025	2.6407700E+07	421.7585144	2
75	5135	5115	5147	5135	0.3728	842.4862	842.4862	1.0707500E+07	422.2503052	2
76	3184	3170	3232	3184	0.2311	844.4564	844.4564	240210	423.2356873	2
77	3751	3732	3859	3751	0.2723	846.4969	846.4969	1.5030000E+07	424.2557068	2
78	4771	4759	4786	4771	0.3464	851.40265	851.40265	1.9522000E+06	852.4100952	1
79	4783	4777	4889	4783	0.3472	852.4642	852.4642	1.9087000E+06	427.239502	2
80	4624	4603	4704	4624	0.3357	855.5183	855.5183	6.9820000E+06	856.5302734	1
81	2947	2889	3014	2947	0.2139	855.5186	855.5186	485010	428.7663879	2
82	4543	4541	4562	4543	0.3298	860.4143	860.4143	890500	431.2145081	2
83	4815	4780	4955	4815	0.3495	867.4717	867.4717	1.4207740E+08	434.743103	2
84	4924	4886	4963	4924	0.3575	868.4447	868.4447	2.2561600E+07	435.2294922	2
85	4477	4459	4500	4477	0.3250	868.5019	868.5019	1.1868200E+07	435.2582092	2
86	5704	5681	5729	5704	0.4141	869.41925	869.41925	1.6567000E+07	435.7167969	2
87	5614	5595	5623	5614	0.4075	873.4813	873.4813	1.0016000E+06	874.4885864	1
88	5343	5327	5365	5343	0.3879	877.5027	877.5027	3.0323000E+06	439.7585144	2
89	4995	4989	5031	4995	0.3626	881.45035	881.45035	1.9009000E+06	882.4584961	1
90	4858	4836	4886	4858	0.3527	881.4511	881.4511	480100	441.7327881	2
91	5278	5245	5294	5278	0.3832	887.55965	887.55965	6.7499000E+06	444.7871094	2
92	4600	4557	4618	4600	0.3339	892.4085	892.4085	6.8339000E+06	447.2114868	2
93	4316	4301	4353	4316	0.3133	899.3785	899.3785	5.6706000E+06	450.6961975	2
94	5132	5090	5278	5132	0.3726	902.5592	902.5592	1.4778850E+08	452.286499	2
95	6214	6179	6305	6214	0.4511	903.46135	903.46135	4.0155100E+07	452.7376099	2
96	5729	5687	5799	5729	0.4159	903.461	903.461	4.7159200E+07	452.7374878	2
97	5313	5282	5412	5313	0.3857	906.5366	906.5366	7.2139300E+07	454.2753906	2
98	7777	7732	7782	7777	0.5646	907.4854	907.4854	579900	908.4926758	1
99	5634	5629	5644	5634	0.4090	912.4575	912.4575	590400	457.2358093	2
100	3273	3267	3281	3273	0.2376	912.46745	912.46745	69330	913.4752197	1
101	3513	3482	3584	3513	0.2550	915.4666	915.4666	4.0302070E+07	458.7402954	2
102	4074	4053	4110	4074	0.2958	915.478	915.478	7.5755000E+06	458.7460938	2
103	4574	4557	4591	4574	0.3321	917.4612	917.4612	4.9722000E+06	459.7384033	2
104	3033	3017	3050	3033	0.2202	918.4932	918.4932	80230	460.2538147	2
105	5456	5427	5480	5456	0.3961	918.5542	918.5542	2.8565600E+07	460.2843018	2
106	4930	4883	4941	4930	0.3579	919.4556	919.4556	1.0989000E+06	460.7349854	2
107	5212	5132	5459	5212	0.3784	920.49835	920.49835	4.7588910E+08	461.2561951	2
108	4396	4379	4419	4396	0.3191	921.4815	921.4815	1.9705000E+06	461.7478943	2
109	3033	3022	3048	3033	0.2202	922.536	922.536	65340	462.2750854	2
110	5164	5141	5203	5164	0.3749	926.4863	926.4863	4.7264000E+07	927.4937134	1
111	2696	2682	2699	2696	0.1957	927.45365	927.45365	20640	464.7340088	2
112	2932	2912	2956	2932	0.2128	927.4897	927.4897	203960	464.7520142	2
113	4497	4465	4574	4497	0.3265	932.5367	932.5367	3.3003330E+08	933.5432739	1
114	5278	5263	5288	5278	0.3832	934.5143	934.5143	703900	468.2645874	2
115	2991	2975	3011	2991	0.2171	935.4947	935.4947	189920	468.7546082	2
116	4902	4880	4972	4902	0.3559	940.4659	940.4659	1.4328790E+08	471.2398071	2
117	4924	4912	4963	4924	0.3575	941.5552	941.5552	3.6214000E+06	471.78479	2
118	3423	3400	3452	3423	0.2485	944.4546	944.4546	1.4831700E+06	473.234314	2
119	3705	3695	3720	3705	0.2690	946.466	946.466	2.2641000E+06	474.2402039	2
120	5927	5927	5936	5927	0.4303	950.4728	950.4728	452700	951.479126	1
121	2283	2260	2343	2283	0.1657	955.4735	955.4735	59334	478.7434082	2
122	3555	3540	3569	3555	0.2581	956.5774	956.5774	357500	479.29599	2
123	6568	6559	6587	6568	0.4768	959.4677	959.4677	1.0237000E+06	960.4749146	1
124	3417	3406	3444	3417	0.2481	960.4494	960.4494	156820	481.2319946	2
125	6601	6585	6622	6601	0.4792	963.5287	963.5287	4.7159000E+06	482.7715149	2
126	6509	6489	6520	6509	0.4725	966.48245	966.48245	584200	967.4899902	1
127	3843	3826	3902	3843	0.2790	966.5868	966.5868	1.3333600E+07	484.300293	2
128	5610	5584	5656	5610	0.4073	972.5496	972.5496	1.0151530E+08	487.2817993	2
129	5786	5770	5805	5786	0.4200	976.53475	976.53475	7.5677000E+06	489.2745056	2
130	4190	4163	4237	4190	0.3042	978.4777	978.4777	7.5697000E+06	490.2459106	2
131	5007	4992	5031	5007	0.3635	980.5191	980.5191	1.5298000E+06	981.5275269	1
132	3056	3045	3080	3056	0.2219	987.5613	987.5613	128230	494.7876892	2
133	5546	5520	5589	5546	0.4026	988.481	988.481	2.7156700E+07	495.2474976	2
134	5854	5808	5906	5854	0.4250	993.5768	993.5768	3.6400400E+07	497.7955933	2
135	2806	2802	2816	2806	0.2037	999.5003	999.5003	6847	500.7572937	2
136	7619	7607	7637	7619	0.5531	999.5263	999.5263	496000	500.7703857	2
137	3805	3788	3832	3805	0.2762	1001.5038	1001.5038	3.0975000E+06	501.7590942	2
138	4969	4944	5072	4969	0.3607	1001.5767	1001.5767	3.9673200E+07	501.7955933	2
139	4984	4984	4984	4984	0.3618	1001.59395	1001.59395	1.6950000E+06	1002.605896	1
140	3276	3246	3327	3276	0.2378	1011.536	1011.536	4.0237700E+06	506.7749023	2
141	6701	6681	6741	6701	0.4865	1013.6129	1013.6129	2.6820100E+07	507.8136902	2
142	6784	6746	6835	6784	0.4925	1024.5506	1024.5506	4.4850200E+07	513.2824707	2
143	3940	3874	4059	3940	0.2860	1029.5248	1029.5248	1.1962190E+08	515.7692261	2
144	3940	3921	3952	3940	0.2860	1032.5348	1032.5348	1.4347000E+06	517.2739868	2
145	4518	4497	4806	4518	0.3280	1032.572	1032.572	1.3506140E+08	517.2932739	2
146	4551	4541	4560	4551	0.3304	1032.5918	1032.5918	1.2514000E+06	517.3031006	2
147	5386	5371	5415	5386	0.3910	1033.5819	1033.5819	4.0440000E+06	517.7979736	2
148	3840	3811	3868	3840	0.2788	1044.557	1044.557	2.4596000E+06	523.2857056	2
149	5953	5933	5965	5953	0.4322	1045.5352	1045.5352	1.5037000E+06	523.7750854	2
150	3751	3732	3769	3751	0.2723	1046.5879	1046.5879	4.5509000E+06	524.3012695	2
151	3202	3192	3217	3202	0.2325	1050.5725	1050.5725	123030	526.2935181	2
152	3435	3417	3450	3435	0.2494	1052.5623	1052.5623	139710	527.2883301	2
153	6179	6149	6237	6179	0.4486	1052.5665	1052.5665	5.8197200E+07	527.2902222	2
154	5578	5552	5653	5578	0.4049	1059.5181	1059.5181	3.6441700E+07	530.7659912	2
155	5475	5444	5805	5475	0.3975	1059.562	1059.562	4.8506900E+08	530.7883301	2
156	4448	4433	4459	4448	0.3229	1060.6326	1060.6326	271600	531.3236084	2
157	3601	3569	3624	3601	0.2614	1063.56715	1063.56715	3.1405000E+06	532.7910767	2
158	3083	3074	3107	3083	0.2238	1063.5906	1063.5906	44330	532.8024902	2
159	4258	4250	4263	4258	0.3091	1064.4687	1064.4687	136500	533.7432861	2
160	5450	5427	5467	5450	0.3956	1064.5762	1064.5762	7.5168000E+06	533.2952271	2
161	4258	4242	4274	4258	0.3091	1066.4838	1066.4838	7.3900000E+06	534.2490234	2
162	6537	6498	6565	6537	0.4746	1066.5248	1066.5248	1.0626900E+07	534.2697144	2
163	4624	4574	4739	4624	0.3357	1069.6498	1069.6498	2.9970720E+08	535.8323975	2
164	4376	4358	4391	4376	0.3177	1069.6507	1069.6507	280700	535.8325195	2
165	7503	7486	7535	7503	0.5447	1070.6036	1070.6036	914500	536.309082	2
166	5313	5282	5340	5313	0.3857	1071.5359	1071.5359	1.7597400E+07	536.7749023	2
167	6568	6565	6590	6568	0.4768	1072.55365	1072.55365	867300	1073.557861	1
168	4118	4104	4129	4118	0.2989	1080.5459	1080.5459	454700	541.2800293	2
169	5687	5662	5750	5687	0.4128	1082.51555	1082.51555	3.9549800E+07	542.2648926	2
170	5647	5636	5662	5647	0.4099	1082.5405	1082.5405	920200	1083.547729	1
171	4944	4935	4953	4944	0.3589	1082.5879	1082.5879	400000	542.3012695	2
172	4551	4541	4571	4551	0.3304	1084.6032	1084.6032	1.8227000E+06	543.3087158	2
173	3531	3488	3642	3531	0.2563	1085.5545	1085.5545	1.0619080E+07	543.7843018	2
174	5578	5560	5607	5578	0.4049	1091.5082	1091.5082	1.2258000E+06	546.7614136	2
175	6053	6030	6084	6053	0.4394	1091.624	1091.624	9.0425000E+06	546.8190918	2
176	3042	3027	3050	3042	0.2208	1095.4999	1095.4999	26920	548.7573242	2
177	5234	5209	5278	5234	0.3800	1096.498	1096.498	3.2793400E+07	549.2562256	2
178	7266	7250	7278	7266	0.5275	1097.524	1097.524	434100	1098.530029	1
179	4211	4203	4228	4211	0.3057	1098.4991	1098.4991	355800	1099.505859	1
180	5234	5231	5242	5234	0.3800	1098.50315	1098.50315	745000	1099.509521	1
181	5226	5200	5260	5226	0.3794	1098.5463	1098.5463	1.1816000E+07	550.2802734	2
182	4358	4341	4391	4358	0.3164	1106.5841	1106.5841	2.9452000E+06	554.2993164	2
183	6906	6897	6915	6906	0.5013	1108.5098	1108.5098	258500	555.2620239	2
184	4541	4532	4560	4541	0.3297	1108.6146	1108.6146	1.2464000E+06	555.3145752	2
185	4655	4557	4742	4655	0.3379	1116.55695	1116.55695	2.0421700E+07	559.2858887	2
186	7961	7947	7961	7961	0.5779	1120.52085	1120.52085	174100	1121.528564	1
187	5357	5334	5392	5357	0.3889	1121.5724	1121.5724	1.0584400E+07	561.793396	2
188	3360	3338	3388	3360	0.2439	1130.4675	1130.4675	2.3072900E+06	566.2407837	2
189	3851	3838	3862	3851	0.2796	1140.52195	1140.52195	285100	571.2681885	2
190	6300	6275	6419	6300	0.4574	1141.7083	1141.7083	4.0791200E+07	571.8616943	2
191	3871	3854	3880	3871	0.2810	1142.6305	1142.6305	498300	572.3223877	2
192	3964	3946	4104	3964	0.2878	1143.6142	1143.6142	4.9657000E+06	572.8145142	2
193	6492	6454	6526	6492	0.4713	1144.55615	1144.55615	1.5742700E+07	573.2852783	2
194	3447	3435	3467	3447	0.2502	1144.60995	1144.60995	317600	573.3120728	2
195	5334	5334	5354	5334	0.3872	1161.67635	1161.67635	618800	581.8457031	2
196	5931	5909	5968	5931	0.4306	1162.6238	1162.6238	5.4054000E+07	582.3189697	2
197	5701	5687	5727	5701	0.4139	1165.626	1165.626	2.5096000E+06	583.8201904	2
198	5990	5956	6114	5990	0.4348	1167.616	1167.616	1.8101230E+08	584.8148804	2
199	8212	8201	8215	8212	0.5962	1183.5902	1183.5902	190400	1184.597534	1
200	3223	3214	3232	3223	0.2340	1192.5969	1192.5969	27820	597.3051758	2
201	5007	4978	5110	5007	0.3635	1192.671	1192.671	1.6308860E+08	597.3425293	2
202	6155	6133	6289	6155	0.4468	1199.646	1199.646	1.5545100E+08	600.8300171	2
203	6570	6556	6593	6570	0.4770	1200.61155	1200.61155	2.2581000E+06	1201.615967	1
204	6344	6329	6356	6344	0.4605	1200.6308	1200.6308	535400	601.3226929	2
205	4140	4129	4154	4140	0.3005	1212.5246	1212.5246	661000	607.2694092	2
206	4433	4412	4456	4433	0.3218	1212.6988	1212.6988	2.8610000E+06	607.3566895	2
207	5656	5563	5668	5656	0.4106	1215.64095	1215.64095	2.1462000E+06	608.8278198	2
208	4683	4667	4719	4683	0.3400	1217.6441	1217.6441	1.4428000E+06	609.8292847	2
209	4543	4530	4571	4543	0.3298	1217.64415	1217.64415	5.6135000E+06	609.8292847	2
210	5828	5795	5924	5828	0.4231	1222.6254	1222.6254	1.1398980E+08	612.3198242	2
211	4013	3996	4030	4013	0.2913	1224.6104	1224.6104	1.3983000E+06	613.3123779	2
212	5704	5678	5742	5704	0.4141	1228.632	1228.632	2.5987000E+06	615.3231201	2
213	5383	5371	5407	5383	0.3908	1228.6673	1228.6673	1.6862000E+06	615.3413086	2
214	4701	4695	4719	4701	0.3413	1232.5436	1232.5436	540400	617.2792969	2
215	3913	3902	3918	3913	0.2841	1233.6404	1233.6404	164000	617.8267822	2
216	3838	3829	3851	3838	0.2786	1243.617	1243.617	497800	622.8165283	2
217	3845	3826	3845	3845	0.2791	1243.63445	1243.63445	61200	622.8261108	2
218	4074	4062	4092	4074	0.2958	1244.5786	1244.5786	502200	623.2965088	2
219	6093	6084	6102	6093	0.4423	1245.7283	1245.7283	319400	623.8718872	2
220	4624	4594	4701	4624	0.3357	1248.61445	1248.61445	3.8532400E+07	625.3165894	2
221	5357	5332	5424	5357	0.3889	1249.631	1249.631	2.0908300E+07	625.8225098	2
222	5883	5792	5927	5883	0.4271	1251.6523	1251.6523	3.5718300E+07	626.8339233	2
223	4211	4178	4253	4211	0.3057	1256.6429	1256.6429	6.3109000E+06	629.3287964	2
224	5549	5527	5578	5549	0.4028	1261.5872	1261.5872	7.8880000E+06	631.8010254	2
225	4704	4667	4745	4704	0.3415	1262.6987	1262.6987	1.2362300E+07	632.357605	2
226	5950	5915	5977	5950	0.4319	1264.6105	1264.6105	5.1437300E+07	633.3123169	2
227	5799	5762	5886	5799	0.4210	1264.7048	1264.7048	1.2147500E+07	633.3596191	2
228	4137	4123	4157	4137	0.3003	1267.5517	1267.5517	1.3874000E+06	634.7830811	2
229	4689	4683	4695	4689	0.3404	1268.601	1268.601	271400	635.3084106	2
230	4585	4562	4678	4585	0.3328	1270.656	1270.656	9.9123800E+07	636.335022	2
231	5497	5475	5522	5497	0.3991	1276.66665	1276.66665	5.2980000E+06	639.3405762	2
232	4329	4322	4364	4329	0.3143	1290.74675	1290.74675	780400	646.3807983	2
233	6658	6634	7169	6658	0.4833	1295.6787	1295.6787	2.8310240E+08	648.8463745	2
234	5665	5641	5707	5665	0.4113	1295.7109	1295.7109	2.8478700E+07	648.8634033	2
235	4826	4794	4858	4826	0.3503	1298.616	1298.616	1.7006600E+07	650.3154907	2
236	3907	3880	3927	3907	0.2836	1304.6732	1304.6732	1.2742800E+07	653.3435059	2
237	5110	5083	5135	5110	0.3710	1304.7089	1304.7089	3.5621700E+07	653.3615723	2
238	6300	6283	6338	6300	0.4574	1305.6941	1305.6941	2.3420400E+06	653.8560791	2
239	4417	4364	4459	4417	0.3207	1310.6475	1310.6475	9.3887000E+06	656.3308105	2
240	4471	4322	4471	4471	0.3246	1314.612	1314.612	776500	658.3126831	2
241	7269	7261	7284	7269	0.5277	1315.7362	1315.7362	193500	658.8753052	2
242	6235	6226	6246	6235	0.4526	1328.82595	1328.82595	953000	665.4202881	2
243	6446	6425	6463	6446	0.4679	1329.677	1329.677	779700	665.8460083	2
244	4839	4800	4897	4839	0.3513	1336.6994	1336.6994	1.0900800E+07	669.3568726	2
245	5064	5046	5087	5064	0.3676	1340.662	1340.662	1.2222200E+07	671.3383179	2
246	6879	6842	8412	6879	0.4994	1344.7323	1344.7323	8.2667900E+07	673.3734741	2
247	4873	4849	4900	4873	0.3538	1345.6916	1345.6916	1.2867800E+07	673.8530273	2
248	7929	7823	8330	7929	0.5756	1353.7791	1353.7791	1.1498400E+07	677.8969727	2
249	6147	6120	6232	6147	0.4462	1354.668	1354.668	3.2199600E+07	678.3414917	2
250	4953	4927	4987	4953	0.3596	1356.7617	1356.7617	4.4840400E+07	679.3875732	2
251	5750	5722	6117	5750	0.4174	1357.67435	1357.67435	3.2804100E+07	679.8446045	2
252	6936	6909	6987	6936	0.5035	1357.67505	1357.67505	520000	679.8446045	2
253	6314	6214	6526	6314	0.4584	1357.6746	1357.6746	4.3096000E+06	679.8450928	2
254	6117	6084	6138	6117	0.4441	1359.7523	1359.7523	1.4990400E+07	680.883606	2
255	6882	6850	6930	6882	0.4996	1360.7152	1360.7152	2.5044700E+07	681.364624	2
256	6065	6045	6081	6065	0.4403	1360.737	1360.737	3.4260000E+06	681.3762207	2
257	6261	6249	6280	6261	0.4545	1360.7375	1360.7375	923000	681.3760986	2
258	4280	4260	4304	4280	0.3107	1368.6883	1368.6883	264900	685.3510742	2
259	4286	4203	4462	4286	0.3111	1368.7371	1368.7371	1.4577260E+08	685.3751831	2
260	3883	3868	3891	3883	0.2819	1371.6577	1371.6577	284400	686.8361816	2
261	4543	4532	4571	4543	0.3298	1373.74565	1373.74565	1.7480000E+06	687.880188	2
262	6885	6867	6912	6885	0.4998	1374.695	1374.695	1.2549000E+06	688.3546143	2
263	4310	4301	4327	4310	0.3129	1374.7169	1374.7169	1.6699000E+06	688.3657227	2
264	5110	5090	5127	5110	0.3710	1377.726	1377.726	5.2820000E+06	689.8704224	2
265	7468	7468	7497	7468	0.5421	1377.79685	1377.79685	115300	689.9036255	2
266	7447	7417	8215	7447	0.5406	1377.8364	1377.8364	1.9291120E+08	689.9246826	2
267	7497	7468	7497	7497	0.5442	1377.8629	1377.8629	1.4080000E+06	689.9387207	2
268	6689	6681	6698	6689	0.4856	1379.6456	1379.6456	918000	690.8297729	2
269	5383	5332	5456	5383	0.3908	1385.7428	1385.7428	5.6711000E+06	693.8790894	2
270	5343	5324	5398	5343	0.3879	1388.6693	1388.6693	2.3849000E+07	695.3416138	2
271	5058	5037	5061	5058	0.3672	1389.6533	1389.6533	1.0267000E+06	695.8339844	2
272	4958	4932	4981	4958	0.3599	1389.7631	1389.7631	3.4978000E+06	695.8884888	2
273	8201	8198	8209	8201	0.5954	1393.6803	1393.6803	99500	698.348999	2
274	8206	8168	8688	8206	0.5957	1393.7268	1393.7268	3.9550460E+07	697.8696289	2
275	7741	7708	7777	7741	0.5620	1398.68715	1398.68715	9.6526000E+06	700.3508301	2
276	5644	5569	5729	5644	0.4097	1406.7204	1406.7204	6.0920300E+07	704.3670044	2
277	6102	6084	6114	6102	0.4430	1412.7642	1412.7642	1.0646000E+06	707.3895874	2
278	4742	4706	4786	4742	0.3442	1415.7152	1415.7152	2.1563700E+07	708.8649902	2
279	5595	5586	5607	5595	0.4062	1423.7768	1423.7768	574900	712.8956909	2
280	4527	4494	4571	4527	0.3286	1424.6324	1424.6324	5.9747600E+07	713.3237305	2
281	5918	5883	6111	5918	0.4296	1425.7744	1425.7744	1.8947900E+07	713.8944092	2
282	6362	6326	6474	6362	0.4619	1425.7749	1425.7749	1.0507000E+06	713.8944702	2
283	4987	4963	5004	4987	0.3620	1427.68095	1427.68095	6.7870000E+06	714.8474731	2
284	6105	6067	6404	6105	0.4432	1432.7706	1432.7706	1.7376100E+07	717.3925781	2
285	6147	6117	6199	6147	0.4462	1433.78955	1433.78955	3.0838300E+07	717.9025879	2
286	5811	5792	5814	5811	0.4219	1433.7893	1433.7893	1.7029000E+06	717.9017944	2
287	3113	3099	3156	3113	0.2260	1435.6755	1435.6755	651100	718.8449707	2
288	7844	7486	7873	7844	0.5694	1438.80685	1438.80685	5.5766000E+06	720.4104004	2
289	6593	6590	6607	6593	0.4786	1439.7318	1439.7318	758300	720.8728027	2
290	6199	6158	6240	6199	0.4500	1441.6891	1441.6891	2.3753600E+07	721.8521729	2
291	6903	6891	6930	6903	0.5011	1445.70585	1445.70585	526100	723.8596802	2
292	7565	7524	8322	7565	0.5492	1445.7936	1445.7936	1.8529400E+07	723.9038086	2
293	4582	4562	4730	4582	0.3326	1453.8775	1453.8775	1.5560000E+07	485.6333008	3
294	4211	4187	4258	4211	0.3057	1455.66355	1455.66355	1.7310200E+07	728.8388062	2
295	4574	4548	4600	4574	0.3321	1456.7165	1456.7165	1.1304300E+07	729.3665161	2
296	7568	7553	7637	7568	0.5494	1461.7881	1461.7881	703300	731.9014282	2
297	5282	5263	5302	5282	0.3834	1465.6366	1465.6366	8.1196000E+06	733.8256226	2
298	6803	6784	6859	6803	0.4939	1467.7626	1467.7626	6.1970000E+06	734.8886108	2
299	8660	8660	8691	8660	0.6287	1472.8083	1472.8083	53400	737.4111938	2
300	8660	8529	8808	8660	0.6287	1472.853	1472.853	2.6720060E+07	737.4381714	2
301	8660	8660	8691	8660	0.6287	1472.8912	1472.8912	47400	1473.899658	1
302	7823	7811	7831	7823	0.5679	1478.6882	1478.6882	244000	740.8530884	2
303	6669	6648	6996	6669	0.4841	1478.7899	1478.7899	3.7790300E+07	740.4052734	2
304	7098	7092	7298	7098	0.5153	1478.7901	1478.7901	619200	740.4016113	2
305	8805	8805	8893	8805	0.6392	1478.7919	1478.7919	141830	740.4041138	2
306	8568	8478	8588	8568	0.6220	1478.7912	1478.7912	125620	740.4025879	2
307	6526	6500	6543	6526	0.4738	1479.7738	1479.7738	2.2164000E+06	740.8939209	2
308	3726	3711	3735	3726	0.2705	1485.70045	1485.70045	3.3990000E+06	743.8574829	2
309	6045	6018	6114	6045	0.4388	1486.8275	1486.8275	3.5718100E+07	744.4205933	2
310	5296	5282	5316	5296	0.3845	1487.8366	1487.8366	6.8116000E+06	744.9257202	2
311	6781	6758	6806	6781	0.4923	1488.7644	1488.7644	4.8139000E+06	745.3895874	2
