Feature_Index	Scan	Scan_Start	Scan_End	Scan_Aligned	NET	Monoisotopic_Mass	Monoisotopic_Mass_Calibrated	Abundance	Class_Rep_MZ	Class_Rep_Charge
686	11839	11803	11875	11839	0.8595	3879.0367	3879.0367	1.4878000E+06	1294.688721	3
687	10206	10163	10218	10206	0.7409	3894.00385	3894.00385	131240	1299.344482	3
688	8547	8535	8568	8547	0.6205	3913.85895	3913.85895	110030	1305.960938	3
689	7491	7462	7637	7491	0.5438	4038.7251	4038.7251	7.1090000E+06	1347.915894	3
690	7468	7468	7468	7468	0.5421	4038.8008	4038.8008	156700	1011.206604	4
691	11061	11028	11061	11061	0.8030	4139.02735	4139.02735	25740	1381.018311	3
692	8481	8439	8837	8481	0.6157	4166.8277	4166.8277	675350	1043.465698	4
693	9443	9410	9469	9443	0.6855	4317.9422	4317.9422	446200	1440.989868	3
694	12910	12895	12910	12910	0.9372	4592.363	4592.363	13740	1532.464966	3
695	12164	12029	12756	12164	0.8830	4592.3623	4592.3623	1.2558180E+07	1532.461548	3
696	11993	11912	12005	11993	0.8706	4777.48365	4777.48365	78830	1594.503906	3
