Feature_Index	Peak_Index
240	14371
240	14394
240	14431
240	14449
240	14466
241	31988
241	32013
241	32040
241	32066
241	32094
241	32120
241	32181
241	32214
242	24689
242	24713
242	24735
242	24760
242	24780
242	24799
242	24816
242	24832
243	26254
243	26276
243	26295
243	26318
243	26337
243	26358
243	26381
243	26407
243	26434
243	26467
243	26493
243	26526
243	26556
243	26581
243	26609
244	16353
244	16368
244	16385
244	16397
244	16411
244	16425
244	16439
244	16452
244	16467
244	16468
244	16486
244	16487
244	16504
244	16515
244	16516
244	16529
244	16530
244	16543
244	16544
244	16560
244	16561
244	16574
244	16575
244	16590
244	16591
244	16614
244	16615
244	16629
244	16630
244	16646
244	16647
244	16663
244	16664
244	16674
244	16685
244	16686
244	16697
244	16698
244	16714
244	16715
244	16735
244	16736
244	16751
244	16772
244	16773
244	16792
244	16793
244	16811
244	16812
244	16831
244	16848
244	16860
244	16888
245	17556
245	17565
245	17576
245	17590
245	17607
245	17624
245	17625
245	17644
245	17645
245	17662
245	17663
245	17678
245	17679
245	17693
245	17694
245	17707
245	17723
245	17739
245	17758
245	17776
245	17792
246	29259
246	29276
246	29293
246	29305
246	29323
246	29338
246	29353
246	29371
246	29389
246	29390
246	29408
246	29409
246	29428
246	29429
246	29430
246	29445
246	29446
246	29462
246	29463
246	29479
246	29480
246	29498
246	29499
246	29500
246	29520
246	29521
246	29539
246	29540
246	29561
246	29562
246	29587
246	29588
246	29609
246	29610
246	29634
246	29635
246	29654
246	29655
246	29677
246	29697
246	29698
246	29723
246	29748
246	29749
246	29774
246	29775
246	29798
246	29799
246	29821
246	29848
246	29872
246	29894
246	29918
246	29919
246	29944
246	29963
246	29988
246	30007
246	30028
246	30049
246	30067
246	30080
246	30095
246	30110
246	30124
246	30142
246	30156
246	30175
246	30198
246	30217
246	30237
246	30238
246	30259
246	30276
246	30292
246	30308
246	30324
246	30338
246	30350
246	30363
246	30374
246	30388
246	30400
246	30415
246	30429
246	30443
246	30462
246	30483
246	30502
246	30521
246	30541
246	30560
246	30580
246	30602
246	30623
246	30644
246	30669
246	30691
246	30708
246	30727
246	30747
246	30761
246	30775
246	30788
246	30799
246	30812
246	30823
246	30836
246	30852
246	30863
246	30876
246	30889
246	30902
246	30915
246	30930
246	30950
246	30970
246	30987
246	31008
246	31026
246	31045
246	31065
246	31088
246	31107
246	31128
246	31152
246	31177
246	31201
246	31224
246	31255
246	31273
246	31292
246	31309
246	31329
246	31351
246	31372
246	31393
246	31414
246	31435
246	31459
246	31485
246	31512
246	31542
246	31566
246	31592
246	31612
246	31632
246	31653
246	31672
246	31691
246	31711
246	31732
246	31753
246	31774
246	31795
246	31815
246	31833
246	31850
246	31869
246	31887
246	31908
246	31928
246	31949
246	31967
246	31989
246	32014
246	32041
246	32067
246	32095
246	32121
246	32151
246	32182
246	32215
246	32241
246	32271
246	32302
246	32331
246	32356
246	32387
246	32411
246	32438
246	32464
246	32492
246	32516
246	32541
246	32565
246	32587
246	32605
246	32621
246	32636
246	32650
246	32661
246	32673
246	32770
246	32785
246	32801
246	32813
246	32826
246	32841
246	32854
246	32870
246	32889
246	32912
246	32937
246	32960
246	32976
246	33295
246	33309
246	33325
246	33343
246	33367
246	33385
246	33404
246	33435
246	33451
246	33469
246	33490
246	33511
246	33534
246	33555
246	33586
246	33607
246	33635
246	33660
246	33683
246	33707
246	33728
246	33750
246	33770
246	33792
246	33812
246	33834
246	33853
246	33876
246	33920
246	33943
246	33966
246	33990
246	34016
246	34045
246	34073
246	34100
246	34129
246	34158
246	34186
246	34213
246	34243
246	34276
246	34307
246	34337
246	34365
246	34393
246	34426
246	34456
246	34484
246	34511
246	34544
246	34573
246	34596
246	34620
246	34633
246	34649
246	34672
246	34683
246	34804
246	34830
246	34847
246	34867
246	34888
246	34908
246	34927
246	34952
246	34974
246	34993
246	35014
246	35039
246	35061
246	35110
246	35132
246	35153
246	35173
246	35198
246	35221
246	35262
246	35282
246	35299
246	35337
246	35353
246	35373
246	35417
246	35436
246	35454
246	35488
246	35522
246	35540
246	35559
246	35592
246	35611
246	35632
246	35649
246	35667
246	35687
246	35714
246	35741
246	35765
246	35790
246	35816
246	35840
246	35864
246	35900
246	35925
246	35945
246	35972
246	35996
246	36023
246	36041
246	36053
246	36204
246	36219
246	36235
246	36256
246	36273
246	36295
246	36316
246	36335
246	36356
246	36377
246	36411
246	36432
246	36451
246	36471
246	36689
246	36708
246	36725
246	36746
246	36767
246	36788
246	36810
246	36833
246	36858
246	36888
246	36918
246	36948
246	36975
246	37004
246	37042
246	37073
246	37102
246	37131
246	37161
246	37189
246	37217
246	37242
246	37268
246	37290
246	37319
246	37345
246	37403
246	37431
246	37461
246	37489
246	37516
246	37541
246	37570
246	37601
246	37630
246	37653
246	37681
246	37708
246	37735
246	37761
246	37784
246	37807
246	37833
246	37856
246	37889
246	37914
246	37941
246	37971
246	37997
246	38025
246	38056
246	38089
246	38121
246	38154
246	38181
246	38212
246	38245
246	38274
246	38296
246	38327
246	38350
246	38372
246	38389
246	38406
246	38421
246	38655
246	38671
246	38701
246	38721
246	38740
246	38762
246	38781
246	38798
246	38817
246	38842
246	38860
246	38878
246	38896
246	38918
246	38937
246	38959
246	38983
246	39005
246	39043
246	39063
246	39078
246	39260
246	39276
246	39351
246	39387
246	39405
246	39446
247	16616
247	16631
247	16648
247	16665
247	16675
247	16687
247	16699
247	16700
247	16716
247	16717
247	16737
247	16738
247	16752
247	16774
247	16775
247	16794
247	16813
247	16832
247	16849
247	16861
247	16877
247	16889
247	16899
248	35688
248	35715
248	35742
248	35766
248	35791
248	35817
248	35841
248	35865
248	35901
248	35926
248	35946
248	35973
248	35997
248	36024
248	36042
248	36054
248	36067
248	36080
248	36091
248	36145
248	36153
248	36160
248	36171
248	36182
248	36193
248	36205
248	36220
248	36236
248	36257
248	36274
248	36296
248	36297
248	36317
248	36336
248	36357
248	36378
248	36395
248	36412
248	36433
248	36452
248	36472
248	36485
248	36501
248	36516
248	36527
248	36539
248	36551
248	36562
248	36574
248	36586
248	36601
248	36613
248	36626
248	36642
248	36657
248	36674
248	36690
248	36709
248	36726
248	36747
248	36768
248	36789
248	36811
248	36834
248	36859
248	36889
248	36919
248	36949
248	36976
248	37005
248	37043
248	37074
248	37103
248	37132
248	37162
248	37190
248	37218
248	37243
248	37269
248	37291
248	37320
248	37346
248	37374
248	37404
248	37432
248	37462
248	37490
248	37517
248	37542
248	37571
248	37602
248	37631
248	37654
248	37682
248	37709
248	37736
248	37762
248	37785
248	37808
248	37834
248	37857
248	37890
248	37915
248	37942
248	37972
248	37998
248	38026
248	38057
248	38090
248	38122
248	38155
248	38182
248	38213
248	38246
248	38275
248	38297
248	38328
248	38351
248	38373
248	38390
248	38407
248	38422
248	38436
248	38454
248	38468
248	38480
248	38496
248	38509
248	38529
248	38615
248	38629
248	38645
248	38656
248	38672
248	38685
248	38702
248	38722
248	38741
248	38763
248	38782
248	38799
248	38818
248	38843
248	38861
248	38879
248	38897
248	38919
248	38938
248	38960
248	38984
248	39006
248	39044
248	39064
248	39079
248	39092
249	24061
249	24074
249	24089
249	24104
249	24119
249	24131
249	24132
249	24144
249	24145
249	24146
249	24162
249	24163
249	24164
249	24178
249	24179
249	24180
249	24192
249	24193
249	24194
249	24209
249	24210
249	24225
249	24242
249	24243
249	24258
249	24274
249	24291
249	24305
249	24319
249	24337
249	24355
249	24372
249	24388
249	24405
249	24445
249	24467
249	24484
249	24504
249	24525
249	24548
249	24567
249	24584
249	24604
249	24622
249	24637
249	24655
249	24672
249	24736
250	17019
250	17032
250	17048
250	17049
250	17067
250	17068
250	17089
250	17090
250	17103
250	17104
250	17117
250	17118
250	17119
250	17136
250	17137
250	17138
250	17151
250	17152
250	17153
250	17166
250	17167
250	17168
250	17181
250	17182
250	17183
250	17195
250	17196
250	17197
250	17210
250	17211
250	17221
250	17222
250	17234
250	17235
250	17246
250	17247
250	17259
250	17269
250	17282
250	17294
250	17322
251	21577
251	21622
251	21640
251	21657
251	21671
251	21672
251	21684
251	21699
251	21706
251	21707
251	21721
251	21722
251	21735
251	21736
251	21750
251	21751
251	21764
251	21765
251	21778
251	21779
251	21792
251	21793
251	21807
251	21808
251	21821
251	21822
251	21835
251	21836
251	21849
251	21862
251	21863
251	21878
251	21893
251	21907
251	21908
251	21922
251	21938
251	21939
251	21953
251	21954
251	21970
251	21971
251	21991
251	21992
251	22014
251	22037
251	22038
251	22059
251	22060
251	22080
251	22081
251	22099
251	22115
251	22132
251	22150
251	22166
251	22184
251	22223
251	22238
251	22266
251	22282
251	22302
251	22321
251	22341
251	22358
251	22374
251	22391
251	22419
251	22434
251	22447
251	22460
251	22476
251	22493
251	22509
251	22529
251	22548
251	22567
251	22584
251	22603
251	22622
251	22641
251	22658
251	22674
251	22686
251	22701
251	22716
251	22731
251	22745
251	22763
251	22777
251	22791
251	22806
251	22820
251	22836
251	22854
251	22876
251	22894
251	22914
251	22935
251	22955
251	22975
251	22994
251	23009
251	23025
251	23184
251	23197
251	23224
251	23249
251	23301
251	23316
251	23359
251	23391
251	23408
251	23426
251	23447
251	23469
251	23495
251	23527
251	23558
251	23596
251	23631
251	23666
251	23702
251	23827
251	23892
251	23919
251	23941
251	23966
251	23989
251	24011
251	24032
251	24048
252	29699
252	29724
252	29800
252	29822
252	29849
252	29873
252	29895
252	29920
252	29945
252	29964
252	30008
252	30029
252	30050
252	30096
252	30176
252	30239
253	24623
253	24691
253	24715
253	24738
253	24782
253	24964
253	24986
253	25009
253	25035
253	25061
253	25088
253	25114
253	25136
253	25215
253	25235
253	25266
253	25283
253	25299
253	25316
253	25334
253	25352
253	25375
253	25400
253	25424
253	25451
253	25490
253	25521
253	25548
253	25572
253	25604
253	25632
253	25662
253	25691
253	25721
253	25748
253	25777
253	25806
253	25832
253	25883
253	25913
253	25941
253	25970
253	26001
253	26027
253	26053
253	26078
253	26104
253	26130
253	26154
253	26189
253	26210
253	26234
253	26255
253	26277
253	26296
253	26319
253	26338
253	26359
253	26382
253	26408
253	26435
253	26468
253	26494
253	26527
253	26557
253	26582
253	26610
253	26635
253	26664
253	26689
253	26718
253	26747
253	26772
253	26801
253	26829
253	26854
253	26877
253	26903
253	26930
253	26957
253	26984
253	27014
253	27047
253	27102
253	27127
253	27176
253	27199
254	23767
254	23797
254	23828
254	23859
254	23893
254	23894
254	23920
254	23921
254	23942
254	23943
254	23967
254	23968
254	23990
254	23991
254	24012
254	24013
254	24033
254	24034
254	24049
254	24050
254	24062
254	24063
254	24075
254	24076
254	24090
254	24091
254	24105
254	24106
254	24120
254	24133
254	24147
254	24165
255	29306
255	29324
255	29339
255	29354
255	29372
255	29391
255	29410
255	29411
255	29431
255	29432
255	29447
255	29448
255	29464
255	29465
255	29481
255	29482
255	29501
255	29502
255	29522
255	29523
255	29541
255	29542
255	29563
255	29564
255	29589
255	29590
255	29611
255	29612
255	29636
255	29637
255	29656
255	29678
255	29700
255	29725
255	29750
255	29776
255	29801
255	29823
255	29850
255	29874
256	23374
256	23392
256	23409
256	23427
256	23448
256	23470
256	23471
256	23496
256	23497
256	23528
256	23529
256	23559
256	23560
256	23597
256	23632
256	23667
256	23668
256	23703
256	23733
257	24850
257	24871
257	24890
257	24909
257	24926
257	24946
257	24965
257	24987
257	25010
257	25036
257	25062
257	25089
258	12986
258	13073
258	13161
259	12610
259	12630
259	12650
259	12671
259	12690
259	12864
259	12883
259	12902
259	12919
259	12936
259	12954
259	12973
259	13000
259	13001
259	13015
259	13016
259	13029
259	13030
259	13043
259	13044
259	13045
259	13056
259	13057
259	13066
259	13067
259	13074
259	13075
259	13081
259	13082
259	13087
259	13088
259	13095
259	13096
259	13105
259	13106
259	13107
259	13118
259	13119
259	13129
259	13130
259	13142
259	13143
259	13162
259	13163
259	13179
259	13180
259	13198
259	13199
259	13219
259	13220
259	13241
259	13242
259	13265
259	13289
259	13313
259	13336
259	13360
259	13381
259	13404
259	13426
259	13448
259	13470
259	13490
259	13508
259	13525
259	13543
259	13562
259	13578
259	13599
259	13618
259	13635
259	13650
259	13668
259	13687
259	13708
259	13728
259	13754
259	13775
259	13796
259	13819
259	13844
259	13869
259	13896
259	13917
259	13938
259	13962
259	13987
259	14009
259	14034
259	14059
259	14084
259	14106
259	14132
259	14159
259	14210
259	14239
259	14262
259	14287
259	14315
259	14342
259	14372
259	14395
259	14412
260	10622
260	10640
260	10662
260	10684
260	10702
260	10724
260	10762
260	10783
261	14731
261	14752
261	14772
261	14796
261	14817
261	14840
261	14862
261	14887
261	14910
261	14935
261	14936
261	14963
261	14988
261	15013
261	15044
261	15072
262	29412
262	29449
262	29466
262	29483
262	29503
262	29524
262	29543
262	29565
262	29591
262	29613
262	29638
262	29657
262	29679
262	29726
263	13144
263	13145
263	13164
263	13165
263	13181
263	13200
263	13201
263	13221
263	13222
263	13243
263	13266
263	13267
263	13290
263	13291
263	13314
263	13337
264	17807
264	17821
264	17836
264	17854
264	17855
264	17871
264	17872
264	17887
264	17888
264	17902
264	17903
264	17916
264	17940
264	17952
264	17965
264	17980
264	17995
265	33251
265	33425
266	33029
266	33042
266	33055
266	33069
266	33070
266	33071
266	33084
266	33085
266	33086
266	33096
266	33097
266	33098
266	33109
266	33110
266	33111
266	33122
266	33123
266	33124
266	33135
266	33136
266	33137
266	33152
266	33153
266	33154
266	33165
266	33166
266	33167
266	33179
266	33180
266	33181
266	33193
266	33194
266	33195
266	33206
266	33207
266	33208
266	33219
266	33220
266	33221
266	33230
266	33231
266	33232
266	33243
266	33244
266	33252
266	33253
266	33268
266	33269
266	33270
266	33282
266	33283
266	33284
266	33296
266	33297
266	33298
266	33310
266	33311
266	33312
266	33326
266	33327
266	33328
266	33344
266	33345
266	33346
266	33347
266	33368
266	33369
266	33370
266	33386
266	33387
266	33388
266	33405
266	33406
266	33407
266	33436
266	33437
266	33438
266	33452
266	33453
266	33454
266	33471
266	33472
266	33473
266	33491
266	33492
266	33493
266	33512
266	33513
266	33514
266	33535
266	33536
266	33537
266	33557
266	33558
266	33559
266	33587
266	33588
266	33589
266	33609
266	33610
266	33611
266	33636
266	33637
266	33638
266	33662
266	33663
266	33684
266	33685
266	33686
266	33708
266	33709
266	33729
266	33751
266	33752
266	33771
266	33772
266	33773
266	33793
266	33794
266	33813
266	33814
266	33835
266	33854
266	33855
266	33877
266	33878
266	33901
266	33902
266	33921
266	33944
266	33945
266	33968
266	33969
266	33991
266	34017
266	34018
266	34047
266	34075
266	34102
266	34103
266	34130
266	34131
266	34161
266	34162
266	34188
266	34189
266	34215
266	34244
266	34245
266	34278
266	34279
266	34309
266	34310
266	34339
266	34340
266	34367
266	34368
266	34394
266	34395
266	34396
266	34428
266	34429
266	34458
266	34459
266	34485
266	34513
266	34514
266	34545
266	34546
266	34574
266	34575
266	34597
266	34621
266	34634
266	34650
266	34661
266	34673
266	34684
266	34693
266	34705
266	34725
266	34734
266	34743
266	34752
266	34762
266	34772
266	34783
266	34793
266	34805
266	34816
266	34831
266	34848
266	34868
266	34889
266	34909
266	34928
266	34954
266	34975
266	34994
266	35015
266	35040
266	35062
266	35083
266	35111
266	35133
266	35154
266	35174
266	35199
266	35222
266	35244
266	35263
266	35283
266	35300
266	35320
266	35338
266	35354
266	35374
266	35396
266	35418
266	35437
266	35455
266	35471
266	35489
266	35508
266	35523
266	35541
266	35560
266	35576
266	35593
266	35612
266	35633
266	35650
266	35668
266	35690
266	35717
266	35743
266	35767
266	35786
266	35793
266	35818
266	35842
266	35867
266	35903
266	35928
266	35948
266	35975
266	35999
266	36025
266	36043
266	36055
266	36068
266	36081
266	36092
266	36102
266	36146
266	36161
266	36172
266	36183
266	36194
266	36206
266	36221
266	36237
266	36259
266	36275
266	36299
266	36319
266	36338
266	36359
266	36380
266	36413
266	36435
266	36454
266	36473
266	36486
266	36502
266	36517
266	36528
266	36552
266	36563
266	36575
266	36587
266	36602
266	36614
266	36627
266	36643
266	36658
266	36675
266	36691
266	36710
266	36728
266	36749
266	36770
266	36791
266	36812
266	36836
266	36861
266	36891
266	36921
266	36951
266	36978
266	37007
266	37045
266	37076
266	37105
266	37134
266	37164
266	37192
266	37220
266	37221
266	37245
266	37271
266	37293
266	37322
266	37348
266	37375
266	37376
266	37405
266	37433
266	37464
266	37491
266	37518
266	37544
266	37573
266	37604
266	37632
266	37656
266	37684
266	37711
266	37738
266	37763
266	37787
266	37810
266	37836
266	37859
266	37891
266	37916
266	37944
266	37974
266	38000
266	38028
266	38058
266	38092
266	38124
266	38157
266	38184
266	38215
266	38247
266	38277
266	38299
266	38330
266	38353
266	38374
266	38391
266	38408
266	38423
266	38437
266	38455
266	38469
266	38481
266	38497
266	38510
267	33254
267	33426
268	28094
268	28112
268	28130
268	28148
268	28168
268	28184
268	28202
269	19111
269	19129
269	19150
269	19173
269	19195
269	19218
269	19240
269	19261
269	19283
269	19305
269	19327
269	19346
269	19364
269	19387
269	19388
269	19411
269	19437
269	19438
269	19466
269	19467
269	19494
269	19495
269	19524
269	19525
269	19555
269	19556
269	19587
269	19588
269	19616
269	19617
269	19644
269	19645
269	19672
269	19673
269	19703
269	19704
269	19749
269	19750
269	19773
269	19774
269	19799
269	19826
269	19852
269	19873
269	19909
269	19925
269	19965
269	19988
269	20005
269	20006
269	20023
269	20024
269	20042
269	20063
269	20084
269	20124
269	20140
270	19059
270	19076
270	19094
270	19112
270	19130
270	19151
270	19152
270	19174
270	19175
270	19196
270	19197
270	19219
270	19220
270	19241
270	19242
270	19262
270	19263
270	19284
270	19285
270	19306
270	19307
270	19328
270	19347
270	19365
270	19389
270	19412
270	19439
270	19468
270	19496
270	19526
270	19557
270	19646
270	19674
270	19705
271	17522
271	17537
271	17557
271	17566
271	17577
271	17591
271	17608
271	17626
272	17050
272	17070
272	17092
272	17105
272	17120
272	17139
272	17154
272	17169
272	17184
272	17198
272	17212
272	17223
272	17224
272	17236
272	17248
272	17260
272	17270
272	17283
272	17295
273	38424
273	38438
273	38482
274	38185
274	38216
274	38248
274	38278
274	38301
274	38331
274	38332
274	38354
274	38355
274	38375
274	38376
274	38392
274	38393
274	38409
274	38410
274	38425
274	38426
274	38439
274	38440
274	38456
274	38457
274	38470
274	38483
274	38484
274	38498
274	38499
274	38511
274	38512
274	38522
274	38523
274	38530
274	38531
274	38538
274	38544
274	38552
274	38562
274	38567
274	38574
274	38583
274	38592
274	38601
274	38608
274	38617
274	38631
274	38647
274	38658
274	38674
274	38687
274	38704
274	38726
274	38744
274	38766
274	38784
274	38802
274	38821
274	38846
274	38863
274	38882
274	38900
274	38922
274	38940
274	38963
274	38986
274	39009
274	39046
274	39066
274	39081
274	39094
274	39106
274	39118
274	39224
274	39235
274	39248
274	39263
274	39279
274	39299
274	39319
274	39355
274	39371
274	39390
274	39408
274	39428
274	39449
274	39478
274	39500
274	39518
274	39539
274	39559
274	39578
274	39603
274	39627
274	39649
274	39675
274	39701
274	39753
274	39784
274	39813
274	39843
274	39870
274	39902
274	39936
274	39960
274	39990
274	40022
274	40050
274	40080
274	40101
274	40132
274	40199
274	40229
274	40258
274	40281
274	40309
274	40340
274	40365
274	40390
274	40417
274	40445
274	40471
274	40496
274	40520
274	40549
274	40574
274	40601
274	40628
274	40654
274	40683
274	40710
274	40735
274	40762
274	40791
274	40823
274	40850
274	40878
274	40931
274	40957
274	40981
274	41006
274	41033
274	41063
274	41092
274	41118
274	41149
274	41179
274	41209
274	41234
274	41288
274	41310
274	41336
274	41434
274	41497
274	41516
274	41540
274	41565
274	41629
274	41652
274	41677
274	41702
274	41812
274	41836
275	34929
275	34955
275	34976
275	34995
275	35016
275	35041
275	35063
275	35064
275	35084
275	35085
275	35112
275	35113
275	35134
275	35135
275	35155
275	35156
275	35175
275	35176
275	35200
275	35201
275	35223
275	35245
275	35264
275	35284
275	35301
275	35321
275	35339
275	35355
275	35375
275	35397
275	35398
275	35419
276	20625
276	20642
276	20657
276	20674
276	20689
276	20708
276	20726
276	20749
276	20785
276	20800
276	20815
276	20827
276	20844
276	20858
276	20872
276	20887
276	20905
276	20919
276	20935
276	20949
276	20964
276	20979
276	20980
276	20993
276	20994
276	21011
276	21012
276	21029
276	21030
276	21047
276	21048
276	21063
276	21064
276	21080
276	21081
276	21096
276	21097
276	21110
276	21111
276	21124
276	21125
276	21139
276	21140
276	21156
276	21157
276	21177
276	21178
276	21192
276	21207
276	21222
276	21243
276	21266
276	21287
276	21309
276	21330
276	21354
276	21375
276	21397
276	21420
276	21440
276	21462
276	21485
276	21508
276	21528
276	21552
276	21578
276	21601
276	21623
276	21641
277	23768
277	23798
277	23829
277	23860
277	23895
277	23922
277	23944
277	23969
277	23992
277	24014
277	24035
278	15879
278	15900
278	15918
278	15937
278	15938
278	15960
278	15961
278	15980
278	15981
278	15998
278	15999
278	16017
278	16018
278	16034
278	16035
278	16049
278	16050
278	16066
278	16067
278	16082
278	16083
278	16100
278	16101
278	16114
278	16115
278	16126
278	16127
278	16139
278	16140
278	16149
278	16160
278	16161
278	16174
278	16175
278	16184
278	16194
278	16203
278	16204
278	16214
278	16227
278	16237
278	16249
278	16262
278	16272
278	16289
279	20727
279	20750
279	20786
279	20801
279	20816
279	20828
279	20845
280	14562
280	14570
280	14580
280	14589
280	14600
280	14610
280	14622
280	14623
280	14633
280	14634
280	14635
280	14647
280	14648
280	14662
280	14663
280	14664
280	14678
280	14679
280	14680
280	14695
280	14696
280	14697
280	14712
280	14713
280	14714
280	14732
280	14733
280	14734
280	14753
280	14754
280	14755
280	14773
280	14774
280	14775
280	14797
280	14798
280	14818
280	14819
280	14841
280	14842
280	14863
280	14864
280	14888
280	14889
280	14911
280	14937
280	14964
280	14989
280	15014
280	15045
280	15073
281	22510
281	22530
281	22549
281	22568
281	22585
281	22604
281	22623
281	22642
281	22659
281	22675
281	22687
281	22688
281	22702
281	22717
281	22732
281	22733
281	22746
281	22747
281	22764
281	22778
281	22792
281	22807
281	22821
281	22837
281	22855
281	22865
281	22877
281	22895
281	22915
281	22936
281	22956
281	22976
281	22995
281	23010
281	23026
281	23041
281	23136
281	23172
281	23185
281	23198
281	23210
281	23225
281	23250
281	23263
281	23275
281	23287
281	23302
281	23317
281	23330
281	23345
281	23360
281	23375
281	23393
281	23410
281	23428
281	23449
281	23472
281	23498
281	23530
281	23561
281	23598
281	23633
281	23669
281	23704
281	23734
281	23769
281	23799
281	23861
281	23896
281	23923
281	23945
281	23970
281	24015
282	25378
282	25402
282	25425
282	25453
282	25491
282	25522
282	25549
282	25575
282	25607
282	25637
282	25667
282	25696
282	25726
282	25752
282	25782
282	25837
282	25887
282	25917
282	25945
282	25974
282	26003
282	26029
282	26054
282	26079
282	26105
282	26131
282	26155
282	26211
282	26235
282	26297
282	26320
282	26361
282	26410
282	26437
282	26496
282	26529
282	26585
282	26614
282	26639
282	26692
282	26721
283	17225
283	17237
283	17249
283	17261
283	17271
283	17284
283	17296
283	17323
283	17340
283	17355
283	17368
283	17377
283	17386
283	17395
284	23562
284	23563
284	23599
284	23600
284	23634
284	23635
284	23670
284	23671
284	23705
284	23706
284	23770
284	23771
284	23800
284	23801
284	23831
284	23832
284	23862
284	23863
284	23897
284	23898
284	23924
284	23925
284	23946
284	23947
284	23971
284	23972
284	23993
284	23994
284	24016
284	24017
284	24036
284	24037
284	24526
284	24568
284	24585
284	24605
284	24624
284	24625
284	24638
284	24639
284	24656
284	24657
284	24673
284	24674
284	24692
284	24693
284	24717
284	24718
284	24739
284	24740
284	24762
284	24763
284	24783
284	24784
284	24801
284	24802
284	24817
284	24833
284	24851
284	24872
284	24891
284	24910
284	24927
284	24928
284	24947
284	24966
284	24988
284	24989
284	25012
284	25013
284	25037
284	25038
284	25063
284	25064
284	25090
284	25091
284	25115
284	25116
284	25137
284	25138
284	25155
284	25156
284	25169
284	25170
284	25185
284	25186
284	25202
284	25203
284	25219
284	25238
284	25239
284	25254
284	25270
284	25271
284	25287
284	25288
284	25303
284	25304
284	25319
284	25320
284	25338
284	25339
284	25356
284	25357
284	25379
284	25380
284	25403
284	25404
284	25426
284	25427
284	25454
284	25455
284	25492
284	25493
284	25523
284	25524
284	25550
284	25551
284	25576
284	25577
284	25608
284	25609
284	25638
284	25639
284	25668
284	25669
284	25697
284	25698
284	25727
284	25728
284	25753
284	25754
284	25783
284	25810
284	25838
284	25839
284	25918
284	25975
284	25976
284	26004
284	26106
285	24051
285	24052
285	24064
285	24065
285	24077
285	24078
285	24092
285	24093
285	24107
285	24108
285	24121
285	24122
285	24134
285	24135
285	24148
285	24149
285	24166
285	24167
285	24181
285	24182
285	24195
285	24196
285	24212
285	24213
285	24226
285	24227
285	24244
285	24245
285	24259
285	24260
285	24275
285	24276
285	24292
285	24306
285	24307
285	24320
285	24321
285	24338
285	24339
285	24356
285	24373
285	24389
285	24406
285	24407
285	24446
285	24468
285	24485
285	24505
285	24506
285	24527
286	21972
286	21993
286	21994
286	22015
286	22016
286	22039
286	22040
286	22061
286	22062
286	22082
286	22083
286	22101
286	22102
286	22116
286	22117
286	22134
286	22135
287	5946
287	5961
287	5962
287	5977
287	5978
287	5990
287	5991
287	6003
287	6004
287	6019
287	6020
287	6037
287	6038
287	6055
287	6056
287	6072
287	6073
287	6088
287	6089
287	6103
287	6104
287	6118
287	6119
287	6134
287	6135
287	6148
287	6149
287	6163
287	6164
287	6176
287	6177
287	6195
287	6196
287	6218
287	6219
287	6238
287	6239
287	6256
287	6257
287	6274
287	6275
288	33349
288	33409
288	33474
288	33494
288	33515
288	33538
288	33590
288	33612
288	33639
288	33664
288	33687
288	33710
288	33730
288	33753
288	33774
288	33795
288	33815
288	33836
288	33856
288	33879
288	33903
288	33922
288	33946
288	33970
288	33994
288	34020
288	34050
288	34077
288	34105
288	34133
288	34164
288	34191
288	34217
288	34247
288	34281
288	34312
288	34342
288	34370
288	34398
288	34431
288	34461
288	34462
288	34487
288	34516
288	34548
288	34549
288	34576
288	34598
288	34622
288	34635
288	34651
288	34662
288	34817
288	34849
288	34869
288	34890
288	34910
288	34930
288	34956
288	34977
288	34996
288	35017
288	35042
288	35065
288	35086
288	35114
288	35136
288	35157
288	35177
288	35202
288	35224
288	35246
288	35265
288	35285
288	35302
288	35322
288	35340
288	35356
288	35376
288	35399
288	35420
288	35438
288	35456
288	35472
288	35490
288	35509
288	35524
288	35542
288	35561
288	35577
288	35594
288	35613
288	35634
288	35651
288	35669
288	35691
288	35692
288	35719
288	35745
288	35769
288	35795
288	35820
288	35821
288	35844
288	35845
288	35869
288	35905
288	35906
288	35929
288	35949
288	35950
288	35976
288	35977
288	36000
288	36001
288	36026
288	36044
288	36056
288	36069
288	36082
289	27544
289	27560
289	27578
289	27604
289	27625
289	27641
289	27655
290	24277
290	24293
290	24308
290	24322
290	24340
290	24357
290	24374
290	24390
290	24408
290	24409
290	24447
290	24448
290	24469
290	24470
290	24486
290	24487
290	24507
290	24508
290	24528
290	24529
290	24549
290	24550
290	24569
290	24570
290	24586
290	24587
290	24606
290	24607
290	24626
290	24640
290	24658
290	24675
290	24694
290	24719
290	24741
290	24764
290	24785
290	24803
291	29567
291	29615
291	29658
291	29680
291	29701
291	29727
291	29751
291	29777
291	29824
291	29875
292	33613
292	33640
292	33665
292	33688
292	33711
292	33731
292	33754
292	33775
292	33776
292	33796
292	33816
292	33817
292	33837
292	33857
292	33858
292	33880
292	33904
292	33905
292	33923
292	33924
292	33947
292	33948
292	33971
292	33972
292	33995
292	33996
292	34021
292	34022
292	34051
292	34052
292	34078
292	34079
292	34106
292	34107
292	34134
292	34135
292	34165
292	34166
292	34192
292	34193
292	34218
292	34219
292	34248
292	34249
292	34282
292	34313
292	34314
292	34343
292	34344
292	34371
292	34372
292	34399
292	34400
292	34432
292	34433
292	34463
292	34464
292	34488
292	34489
292	34517
292	34550
292	34577
