scan_num	charge	abundance	mz	fit	average_mw	monoisotopic_mw	mostabundant_mw	fwhm	signal_noise	mono_abundance	mono_plus2_abundance	index
6217	2	194000	717.3924	0.042	1433.7351	1432.7702	1432.7702	0	0	0	0	24639
6217	2	596000	721.8518	0.006	1442.6553	1441.689	1441.689	0	0	0	0	24640
6217	2	70000	843.4729	0.049	1686.0473	1684.9313	1684.9313	0	0	0	0	24641
6217	3	798000	601.0124	0.013	1801.2007	1800.0153	1800.0153	0	0	0	0	24643
6217	2	1010000	901.517	0.012	1801.2019	1800.0164	1800.0164	0	0	0	0	24644
6217	2	56000	945.508	0.076	1890.2411	1889.0015	1890.0045	0	0	0	0	24645
6220	2	1290000	452.7376	0.005	904.01	903.4606	903.4606	0	0	0	0	24650
6220	1	696000	904.4685	0.006	904.0106	903.4612	903.4612	0	0	0	0	24651
6220	2	117000	527.2904	0.005	1053.2104	1052.5662	1052.5662	0	0	0	0	24652
6220	2	328000	600.8304	0.007	1200.3754	1199.6462	1199.6462	0	0	0	0	24653
6220	2	78900	678.3417	0.018	1355.5811	1354.6688	1354.6688	0	0	0	0	24655
6220	3	110000	478.597	0.091	1433.7342	1432.7693	1432.7693	0	0	0	0	24656
6220	2	182000	717.3925	0.053	1433.7354	1432.7705	1432.7705	0	0	0	0	24657
6220	2	525000	721.8518	0.017	1442.6554	1441.6892	1441.6891	0	0	0	0	24658
6220	2	59000	843.4728	0.039	1686.0469	1684.931	1684.931	0	0	0	0	24659
6220	2	64100	883.4902	0.051	1766.1253	1764.9658	1764.9658	0	0	0	0	24661
6220	2	157000	897.9133	0.016	1794.9966	1793.8121	1794.8151	0	0	0	0	24662
6220	2	1050000	901.5168	0.008	1801.2016	1800.016	1800.016	0	0	0	0	24663
6220	3	801000	601.0126	0.009	1801.2014	1800.016	1800.016	0	0	0	0	24664
6223	2	1570000	452.7376	0.004	904.0099	903.4605	903.4605	0	0	0	0	24668
6223	1	606000	904.4686	0.01	904.0107	903.4613	903.4614	0	0	0	0	24669
6223	2	94000	527.29	0.009	1053.2097	1052.5656	1052.5655	0	0	0	0	24670
6223	2	296000	600.8305	0.014	1200.3756	1199.6463	1199.6463	0	0	0	0	24671
6223	2	88500	678.341	0.009	1355.5798	1354.6674	1354.6675	0	0	0	0	24672
6223	3	128000	478.597	0.035	1433.7341	1432.7692	1432.7692	0	0	0	0	24673
6223	2	176000	717.3921	0.024	1433.7346	1432.7697	1432.7697	0	0	0	0	24674
6223	2	549000	721.8518	0.012	1442.6554	1441.6891	1441.6891	0	0	0	0	24675
6223	2	54700	843.9744	0.035	1686.0474	1684.9313	1684.9313	0	0	0	0	24676
6223	2	65400	883.9911	0.106	1766.1243	1764.9647	1764.9647	0	0	0	0	24677
6223	2	236000	897.912	0.035	1794.994	1793.8095	1794.8125	0	0	0	0	24678
6223	3	938000	601.0124	0.017	1801.2009	1800.0155	1800.0154	0	0	0	0	24679
6223	2	1140000	901.0153	0.008	1801.2015	1800.0161	1800.0161	0	0	0	0	24680
6223	2	55300	946.0098	0.069	1890.2417	1889.002	1890.005	0	0	0	0	24681
6226	1	191000	748.4363	0.008	747.8826	747.4289	747.429	0	0	0	0	24685
6226	2	1270000	452.7377	0.004	904.0101	903.4607	903.4608	0	0	0	0	24686
6226	1	642000	904.4688	0.005	904.011	903.4615	903.4616	0	0	0	0	24687
6226	2	145000	600.8305	0.018	1200.3757	1199.6465	1199.6465	0	0	0	0	24688
6226	2	105000	665.42	0.072	1329.6355	1328.8254	1328.8254	0	0	0	0	24689
6226	2	52500	679.8451	0.046	1358.5885	1357.6757	1357.6757	0	0	0	0	24691
6226	3	107000	478.5972	0.021	1433.7347	1432.7698	1432.7698	0	0	0	0	24692
6226	2	148000	717.3928	0.019	1433.736	1432.7711	1432.7711	0	0	0	0	24693
6226	2	314000	721.8522	0.009	1442.656	1441.6898	1441.6898	0	0	0	0	24694
6226	2	156000	883.9909	0.02	1766.1238	1764.9642	1764.9642	0	0	0	0	24696
6226	3	156000	589.3289	0.039	1766.1243	1764.9649	1764.9648	0	0	0	0	24697
6226	2	164000	897.9125	0.045	1794.9949	1793.8104	1794.8134	0	0	0	0	24698
6226	3	62400	599.2987	0.013	1795.0558	1793.8712	1793.8712	0	0	0	0	24699
6226	2	108000	898.445	0.013	1795.0572	1793.8726	1794.8755	0	0	0	0	24700
6226	3	1140000	601.3469	0.016	1801.2014	1800.0159	1800.0158	0	0	0	0	24701
6226	2	1160000	901.5171	0.006	1801.2021	1800.0166	1800.0166	0	0	0	0	24702
6229	1	406000	748.436	0.007	747.8823	747.4287	747.4287	0	0	0	0	24708
6229	2	1450000	452.7376	0.004	904.01	903.4606	903.4607	0	0	0	0	24710
6229	1	562000	904.4687	0.006	904.0108	903.4614	903.4614	0	0	0	0	24711
6229	2	164000	600.8303	0.012	1200.3753	1199.6461	1199.6461	0	0	0	0	24712
6229	2	109000	665.4198	0.048	1329.6353	1328.8252	1328.8251	0	0	0	0	24713
6229	2	58800	679.8447	0.139	1358.5876	1357.6748	1357.6748	0	0	0	0	24715
6229	3	110000	478.5972	0.024	1433.7347	1432.7698	1432.7698	0	0	0	0	24717
6229	2	158000	717.3928	0.008	1433.7359	1432.771	1432.771	0	0	0	0	24718
6229	2	279000	721.8522	0.015	1442.6561	1441.6898	1441.6898	0	0	0	0	24719
6229	3	119000	589.3287	0.008	1766.1238	1764.9644	1764.9643	0	0	0	0	24721
6229	2	205000	883.4896	0.065	1766.1242	1764.9647	1764.9647	0	0	0	0	24722
6229	2	102000	897.9126	0.144	1794.9952	1793.8107	1794.8137	0	0	0	0	24723
6229	2	182000	897.9428	0.105	1795.0555	1793.8711	1794.874	0	0	0	0	24724
6229	3	115000	598.9643	0.052	1795.0557	1793.8712	1793.8712	0	0	0	0	24725
6229	3	989000	601.3469	0.013	1801.2014	1800.0158	1800.0158	0	0	0	0	24726
6229	2	1100000	901.5169	0.008	1801.2018	1800.0163	1800.0163	0	0	0	0	24727
6232	1	955000	748.4359	0.006	747.8822	747.4286	747.4286	0	0	0	0	24731
6232	2	1310000	452.7376	0.005	904.01	903.4606	903.4606	0	0	0	0	24732
6232	1	526000	904.4688	0.004	904.0109	903.4615	903.4615	0	0	0	0	24733
6232	2	198000	600.8305	0.044	1200.3757	1199.6464	1199.6464	0	0	0	0	24734
6232	2	111000	665.4198	0.024	1329.6352	1328.825	1328.825	0	0	0	0	24735
6232	2	50000	678.8426	0.051	1355.5802	1354.6677	1354.6677	0	0	0	0	24736
6232	2	50300	679.8449	0.039	1358.5881	1357.6753	1357.6753	0	0	0	0	24738
6232	3	79300	478.5971	0.026	1433.7345	1432.7696	1432.7696	0	0	0	0	24739
6232	2	155000	717.3931	0.016	1433.7366	1432.7717	1432.7717	0	0	0	0	24740
6232	2	200000	721.8523	0.012	1442.6563	1441.69	1441.69	0	0	0	0	24741
6232	3	162000	589.3286	0.019	1766.1235	1764.9641	1764.964	0	0	0	0	24743
6232	2	192000	883.4902	0.011	1766.1254	1764.9659	1764.9659	0	0	0	0	24744
6232	2	58900	898.4154	0.146	1794.9979	1793.8133	1794.8162	0	0	0	0	24745
6232	3	147000	599.2985	0.006	1795.0554	1793.8708	1793.8708	0	0	0	0	24746
6232	2	231000	898.4447	0.008	1795.0565	1793.8719	1794.8749	0	0	0	0	24747
6232	3	842000	601.0127	0.006	1801.2016	1800.0162	1800.0162	0	0	0	0	24748
6232	2	1010000	901.517	0.01	1801.2021	1800.0165	1800.0165	0	0	0	0	24749
6235	1	2140000	748.4358	0.006	747.8821	747.4285	747.4285	0	0	0	0	24756
6235	2	980000	452.7378	0.005	904.0104	903.461	903.461	0	0	0	0	24757
6235	1	580000	904.469	0.004	904.0111	903.4617	903.4618	0	0	0	0	24758
6235	2	152000	600.8306	0.004	1200.376	1199.6467	1199.6467	0	0	0	0	24759
6235	2	157000	665.4203	0.008	1329.6361	1328.826	1328.826	0	0	0	0	24760
6235	3	117000	478.5973	0.023	1433.7349	1432.77	1432.77	0	0	0	0	24762
6235	2	154000	717.3927	0.056	1433.7358	1432.7709	1432.7709	0	0	0	0	24763
6235	2	172000	721.852	0.016	1442.6557	1441.6895	1441.6895	0	0	0	0	24764
6235	3	238000	589.329	0.035	1766.1247	1764.9652	1764.9652	0	0	0	0	24765
6235	2	284000	883.9916	0.02	1766.1253	1764.9657	1764.9657	0	0	0	0	24766
6235	3	224000	599.2989	0.023	1795.0564	1793.8717	1793.8718	0	0	0	0	24767
6235	2	351000	898.4447	0.015	1795.0565	1793.8719	1794.8748	0	0	0	0	24768
6235	2	1020000	901.5171	0.016	1801.2022	1800.0166	1800.0166	0	0	0	0	24769
6235	3	790000	601.0128	0.016	1801.2021	1800.0167	1800.0167	0	0	0	0	24770
6237	1	3640000	748.4358	0.004	747.8821	747.4285	747.4285	0	0	0	0	24775
6237	2	793000	452.7379	0.006	904.0106	903.4612	903.4613	0	0	0	0	24776
6237	1	532000	904.4694	0.007	904.0115	903.4621	903.4621	0	0	0	0	24777
6237	2	57800	527.2908	0.007	1053.2112	1052.5671	1052.5671	0	0	0	0	24778
6237	2	143000	600.831	0.007	1200.3766	1199.6474	1199.6474	0	0	0	0	24779
6237	2	112000	665.9221	0.139	1329.6368	1328.8265	1328.8265	0	0	0	0	24780
6237	2	57500	679.8454	0.036	1358.5891	1357.6763	1357.6763	0	0	0	0	24782
6237	3	81700	478.5972	0.072	1433.7348	1432.7699	1432.7699	0	0	0	0	24783
6237	2	133000	717.3934	0.021	1433.7371	1432.7722	1432.7722	0	0	0	0	24784
6237	2	129000	721.8528	0.017	1442.6573	1441.6911	1441.691	0	0	0	0	24785
6237	3	187000	589.3293	0.006	1766.1255	1764.966	1764.966	0	0	0	0	24786
6237	2	283000	883.4903	0.021	1766.1254	1764.966	1764.966	0	0	0	0	24787
6237	3	265000	599.2992	0.07	1795.0572	1793.8726	1793.8726	0	0	0	0	24788
6237	2	445000	897.944	0.014	1795.058	1793.8735	1794.8765	0	0	0	0	24789
6237	3	616000	601.3472	0.021	1801.2023	1800.0167	1800.0167	0	0	0	0	24790
6237	2	810000	901.0164	0.005	1801.2036	1800.0182	1800.0182	0	0	0	0	24791
6240	1	5510000	748.4356	0.005	747.882	747.4283	747.4284	0	0	0	0	24795
6240	2	858000	452.7379	0.007	904.0105	903.4611	903.4612	0	0	0	0	24796
6240	1	607000	904.4693	0.005	904.0114	903.462	903.462	0	0	0	0	24797
6240	2	200000	600.8307	0.037	1200.376	1199.6468	1199.6468	0	0	0	0	24798
6240	2	147000	665.4203	0.029	1329.6363	1328.8261	1328.8261	0	0	0	0	24799
6240	3	114000	478.5974	0.114	1433.7353	1432.7704	1432.7704	0	0	0	0	24801
6240	2	143000	717.8941	0.102	1433.7357	1432.7706	1432.7706	0	0	0	0	24802
6240	2	121000	721.8521	0.093	1442.656	1441.6898	1441.6897	0	0	0	0	24803
6240	3	158000	589.6638	0.018	1766.1261	1764.9664	1764.9664	0	0	0	0	24804
6240	2	287000	883.491	0.006	1766.1268	1764.9674	1764.9674	0	0	0	0	24805
6240	3	355000	598.9646	0.026	1795.0563	1793.8718	1793.8719	0	0	0	0	24806
6240	2	567000	897.944	0.011	1795.0579	1793.8734	1794.8764	0	0	0	0	24807
6240	3	546000	601.3474	0.009	1801.2028	1800.0173	1800.0172	0	0	0	0	24808
6240	2	884000	901.5178	0.025	1801.2035	1800.018	1800.018	0	0	0	0	24809
6240	2	107000	1122.6526	0.032	2243.7459	2242.2878	2243.2907	0	0	0	0	24810
6243	1	9400000	748.4355	0.005	747.8818	747.4282	747.4282	0	0	0	0	24813
6243	2	513000	452.738	0.004	904.0107	903.4613	903.4614	0	0	0	0	24814
6243	1	460000	904.4697	0.006	904.0118	903.4624	903.4624	0	0	0	0	24815
6243	2	110000	665.4206	0.095	1329.6368	1328.8267	1328.8266	0	0	0	0	24816
6243	2	133000	717.3934	0.064	1433.7371	1432.7722	1432.7722	0	0	0	0	24817
6243	3	210000	589.6636	0.02	1766.1255	1764.9659	1764.9658	0	0	0	0	24819
6243	2	379000	883.9918	0.018	1766.1257	1764.9661	1764.9661	0	0	0	0	24820
6243	3	438000	599.299	0.016	1795.0568	1793.8721	1793.8722	0	0	0	0	24821
6243	2	957000	897.9441	0.022	1795.0582	1793.8737	1794.8767	0	0	0	0	24822
6243	3	287000	601.0132	0.016	1801.2033	1800.0179	1800.0179	0	0	0	0	24823
6243	2	434000	901.017	0.005	1801.2049	1800.0195	1800.0195	0	0	0	0	24824
6243	2	371000	1122.6532	0.021	2243.747	2242.2889	2243.2918	0	0	0	0	24825
6246	1	9430000	748.4355	0.006	747.8818	747.4282	747.4282	0	0	0	0	24829
6246	2	434000	452.7379	0.005	904.0107	903.4613	903.4613	0	0	0	0	24830
6246	1	415000	904.4699	0.016	904.012	903.4626	903.4626	0	0	0	0	24831
6246	2	102000	665.4202	0.015	1329.636	1328.8259	1328.8259	0	0	0	0	24832
6246	2	119000	717.3935	0.012	1433.7374	1432.7725	1432.7725	0	0	0	0	24833
6246	3	211000	589.3292	0.012	1766.1253	1764.9658	1764.9658	0	0	0	0	24835
6246	2	374000	883.491	0.033	1766.127	1764.9675	1764.9675	0	0	0	0	24836
6246	3	364000	598.9647	0.016	1795.0568	1793.8723	1793.8723	0	0	0	0	24837
6246	2	1030000	897.9442	0.031	1795.0584	1793.8739	1794.8769	0	0	0	0	24838
6246	3	224000	601.3475	0.024	1801.2032	1800.0177	1800.0176	0	0	0	0	24839
6246	2	390000	901.0173	0.06	1801.2054	1800.02	1800.02	0	0	0	0	24840
6246	2	339000	1122.6536	0.007	2243.7477	2242.2896	2243.2926	0	0	0	0	24841
6249	1	9400000	748.4356	0.005	747.8819	747.4283	747.4284	0	0	0	0	24846
6249	2	355000	452.7384	0.003	904.0115	903.4621	903.4622	0	0	0	0	24848
6249	1	344000	904.4709	0.004	904.013	903.4636	903.4636	0	0	0	0	24849
6249	2	84200	681.3768	0.094	1361.6524	1360.7391	1360.7391	0	0	0	0	24850
6249	2	102000	717.3941	0.019	1433.7386	1432.7737	1432.7737	0	0	0	0	24851
6249	3	215000	589.3299	0.021	1766.1275	1764.968	1764.968	0	0	0	0	24853
6249	2	317000	883.4922	0.006	1766.1293	1764.9699	1764.9699	0	0	0	0	24854
6249	3	469000	598.9651	0.02	1795.058	1793.8735	1793.8735	0	0	0	0	24855
6249	2	957000	897.9449	0.023	1795.0597	1793.8752	1794.8782	0	0	0	0	24856
6249	3	181000	601.0137	0.033	1801.2046	1800.0192	1800.0192	0	0	0	0	24857
6249	2	283000	901.0179	0.016	1801.2066	1800.0212	1800.0212	0	0	0	0	24858
6249	2	302000	1122.6551	0.021	2243.7509	2242.2928	2243.2957	0	0	0	0	24859
6252	1	9460000	748.4355	0.007	747.8818	747.4282	747.4282	0	0	0	0	24866
6252	2	332000	452.7381	0.009	904.011	903.4616	903.4617	0	0	0	0	24868
6252	1	302000	904.4696	0.007	904.0117	903.4623	903.4623	0	0	0	0	24869
6252	2	83000	600.8307	0.017	1200.376	1199.6467	1199.6468	0	0	0	0	24870
6252	2	81000	681.376	0.01	1361.6508	1360.7375	1360.7375	0	0	0	0	24871
6252	2	104000	717.3931	0.045	1433.7366	1432.7717	1432.7717	0	0	0	0	24872
6252	3	238000	589.329	0.052	1766.1248	1764.9653	1764.9653	0	0	0	0	24874
6252	2	330000	883.4907	0.013	1766.1263	1764.9668	1764.9668	0	0	0	0	24875
6252	3	443000	598.965	0.027	1795.0575	1793.873	1793.873	0	0	0	0	24876
6252	2	1030000	897.9441	0.012	1795.0582	1793.8737	1794.8766	0	0	0	0	24877
6252	3	121000	601.0135	0.014	1801.204	1800.0186	1800.0186	0	0	0	0	24878
6252	2	217000	901.5185	0.024	1801.205	1800.0194	1800.0194	0	0	0	0	24879
6252	2	379000	1122.6533	0.007	2243.7472	2242.289	2243.292	0	0	0	0	24880
6255	1	8060000	748.4355	0.006	747.8818	747.4282	747.4282	0	0	0	0	24886
6255	2	295000	452.738	0.017	904.0107	903.4613	903.4614	0	0	0	0	24887
6255	1	262000	904.4697	0.006	904.0118	903.4624	903.4624	0	0	0	0	24888
6255	2	75200	600.8304	0.02	1200.3755	1199.6463	1199.6463	0	0	0	0	24889
6255	2	97600	681.376	0.008	1361.6508	1360.7375	1360.7375	0	0	0	0	24890
6255	2	121000	717.3935	0.033	1433.7374	1432.7725	1432.7725	0	0	0	0	24891
6255	3	181000	589.329	0.047	1766.1246	1764.9651	1764.965	0	0	0	0	24893
6255	2	244000	883.9926	0.01	1766.1272	1764.9676	1764.9676	0	0	0	0	24894
6255	3	356000	598.9646	0.015	1795.0564	1793.8719	1793.872	0	0	0	0	24895
6255	2	817000	898.4454	0.005	1795.058	1793.8734	1794.8763	0	0	0	0	24896
6255	3	111000	601.0131	0.042	1801.2028	1800.0174	1800.0174	0	0	0	0	24897
6255	2	158000	901.0173	0.01	1801.2055	1800.0201	1800.0201	0	0	0	0	24898
6255	2	279000	1122.6541	0.009	2243.7488	2242.2907	2243.2936	0	0	0	0	24899
6258	1	9140000	748.4355	0.005	747.8819	747.4282	747.4283	0	0	0	0	24905
6258	2	344000	452.7381	0.008	904.0109	903.4615	903.4616	0	0	0	0	24906
6258	1	272000	904.4701	0.005	904.0122	903.4628	903.4628	0	0	0	0	24907
6258	2	110000	600.8313	0.049	1200.3772	1199.6479	1199.648	0	0	0	0	24908
6258	2	115000	681.376	0.096	1361.6507	1360.7374	1360.7374	0	0	0	0	24909
6258	2	129000	717.3938	0.047	1433.7379	1432.773	1432.773	0	0	0	0	24910
6258	3	239000	589.6639	0.114	1766.1265	1764.9669	1764.9669	0	0	0	0	24912
6258	2	308000	883.4916	0.029	1766.1282	1764.9687	1764.9687	0	0	0	0	24913
6258	3	478000	598.9648	0.04	1795.0569	1793.8724	1793.8724	0	0	0	0	24914
6258	2	1010000	897.9442	0.014	1795.0584	1793.8739	1794.8768	0	0	0	0	24915
6258	3	104000	601.0132	0.044	1801.2032	1800.0178	1800.0178	0	0	0	0	24916
6258	2	180000	901.0176	0.008	1801.2061	1800.0207	1800.0207	0	0	0	0	24917
6258	2	297000	1122.6535	0.008	2243.7476	2242.2895	2243.2924	0	0	0	0	24918
6261	1	7530000	748.4355	0.006	747.8818	747.4282	747.4282	0	0	0	0	24923
6261	2	241000	452.7381	0.004	904.011	903.4616	903.4616	0	0	0	0	24924
6261	1	223000	904.47	0.005	904.0121	903.4627	903.4627	0	0	0	0	24925
6261	2	117000	681.3761	0.018	1361.651	1360.7378	1360.7377	0	0	0	0	24926
6261	3	65600	478.5972	0.118	1433.7348	1432.7699	1432.7699	0	0	0	0	24927
6261	2	110000	717.3929	0.092	1433.7361	1432.7712	1432.7712	0	0	0	0	24928
6261	3	124000	589.329	0.019	1766.1246	1764.9651	1764.9651	0	0	0	0	24931
6261	2	208000	883.4915	0.042	1766.1279	1764.9684	1764.9684	0	0	0	0	24932
6261	3	303000	598.9646	0.013	1795.0564	1793.872	1793.872	0	0	0	0	24933
6261	2	655000	897.9443	0.017	1795.0585	1793.874	1794.877	0	0	0	0	24934
6261	2	67100	901.5204	0.087	1801.2088	1800.0232	1800.0232	0	0	0	0	24935
6261	2	220000	1122.6529	0.008	2243.7464	2242.2883	2243.2912	0	0	0	0	24936
6264	1	7130000	748.4356	0.006	747.8819	747.4282	747.4283	0	0	0	0	24941
6264	2	221000	452.7382	0.018	904.0111	903.4617	903.4618	0	0	0	0	24943
6264	1	183000	904.4699	0.005	904.0121	903.4626	903.4627	0	0	0	0	24944
6264	2	56400	600.8311	0.031	1200.377	1199.6477	1199.6477	0	0	0	0	24945
6264	2	83300	681.3765	0.011	1361.6517	1360.7384	1360.7384	0	0	0	0	24946
6264	2	79200	717.3933	0.145	1433.737	1432.7721	1432.7721	0	0	0	0	24947
6264	3	156000	589.3294	0.031	1766.126	1764.9665	1764.9665	0	0	0	0	24950
6264	2	168000	883.4913	0.007	1766.1275	1764.968	1764.968	0	0	0	0	24951
6264	3	292000	599.2993	0.032	1795.0578	1793.8732	1793.8732	0	0	0	0	24952
6264	2	598000	897.9443	0.008	1795.0585	1793.874	1794.8769	0	0	0	0	24953
6264	2	60100	901.5201	0.104	1801.2082	1800.0227	1800.0227	0	0	0	0	24954
6264	2	199000	1122.1521	0.034	2243.7476	2242.2897	2243.2926	0	0	0	0	24957
6267	1	6160000	748.4356	0.005	747.8819	747.4283	747.4283	0	0	0	0	24961
6267	2	181000	452.738	0.005	904.0108	903.4614	903.4615	0	0	0	0	24962
6267	1	170000	904.4696	0.026	904.0117	903.4623	903.4624	0	0	0	0	24963
6267	2	61900	679.8448	0.021	1358.5878	1357.675	1357.675	0	0	0	0	24964
6267	2	80900	681.3759	0.018	1361.6506	1360.7373	1360.7373	0	0	0	0	24965
6267	2	100000	717.3929	0.014	1433.7361	1432.7712	1432.7712	0	0	0	0	24966
6267	2	57500	832.3967	0.082	1663.8807	1662.7789	1662.7789	0	0	0	0	24968
6267	3	99900	589.3291	0.008	1766.1251	1764.9656	1764.9656	0	0	0	0	24970
6267	2	185000	883.4907	0.017	1766.1264	1764.9669	1764.9669	0	0	0	0	24971
6267	3	233000	598.9646	0.014	1795.0565	1793.872	1793.8721	0	0	0	0	24972
6267	2	499000	897.9442	0.009	1795.0583	1793.8738	1794.8768	0	0	0	0	24973
6267	2	180000	1122.6539	0.022	2243.7484	2242.2902	2243.2932	0	0	0	0	24976
6269	1	5180000	748.4356	0.005	747.882	747.4283	747.4284	0	0	0	0	24982
6269	2	188000	452.738	0.01	904.0109	903.4614	903.4615	0	0	0	0	24983
6269	1	134000	904.4704	0.005	904.0125	903.4631	903.4632	0	0	0	0	24984
6269	2	49200	600.8308	0.008	1200.3762	1199.647	1199.647	0	0	0	0	24985
6269	2	46500	679.8453	0.01	1358.5889	1357.6761	1357.6761	0	0	0	0	24986
6269	2	92700	681.376	0.11	1361.6506	1360.7374	1360.7374	0	0	0	0	24987
6269	3	50100	478.5976	0.011	1433.736	1432.7711	1432.7711	0	0	0	0	24988
6269	2	80600	717.3934	0.016	1433.7371	1432.7722	1432.7722	0	0	0	0	24989
6269	2	79500	832.3962	0.019	1663.8795	1662.7778	1662.7778	0	0	0	0	24991
6269	3	77700	589.6637	0.075	1766.1259	1764.9663	1764.9662	0	0	0	0	24994
6269	2	114000	883.9921	0.018	1766.1264	1764.9667	1764.9667	0	0	0	0	24995
6269	3	180000	599.2993	0.036	1795.0576	1793.873	1793.873	0	0	0	0	24996
6269	2	381000	897.9444	0.01	1795.0586	1793.8742	1794.8771	0	0	0	0	24997
6269	2	51100	901.5213	0.074	1801.2106	1800.025	1800.025	0	0	0	0	24998
6269	2	130000	1122.6541	0.015	2243.7489	2242.2908	2243.2937	0	0	0	0	25001
6272	1	4740000	748.4357	0.005	747.882	747.4284	747.4284	0	0	0	0	25005
6272	2	179000	452.738	0.005	904.0108	903.4614	903.4614	0	0	0	0	25007
6272	1	119000	904.4701	0.007	904.0122	903.4628	903.4628	0	0	0	0	25008
6272	2	66300	679.8451	0.021	1358.5885	1357.6757	1357.6757	0	0	0	0	25009
6272	2	45200	681.8781	0.109	1361.6612	1360.7385	1360.7385	0	0	0	0	25010
6272	3	69300	478.5975	0.04	1433.7356	1432.7707	1432.7707	0	0	0	0	25012
6272	2	107000	717.3934	0.074	1433.7372	1432.7723	1432.7723	0	0	0	0	25013
6272	2	151000	832.3961	0.022	1663.8795	1662.7777	1662.7777	0	0	0	0	25015
6272	3	90500	589.3294	0.035	1766.126	1764.9666	1764.9665	0	0	0	0	25017
6272	2	109000	883.4911	0.025	1766.127	1764.9676	1764.9676	0	0	0	0	25018
6272	3	166000	598.9647	0.022	1795.0566	1793.8721	1793.8721	0	0	0	0	25019
6272	2	321000	897.9446	0.082	1795.0591	1793.8746	1794.8776	0	0	0	0	25020
6272	2	81400	1123.1544	0.072	2243.7471	2242.2889	2243.2918	0	0	0	0	25023
6275	1	3640000	748.4357	0.005	747.882	747.4284	747.4284	0	0	0	0	25030
6275	2	146000	452.738	0.007	904.0108	903.4614	903.4615	0	0	0	0	25031
6275	1	130000	904.4696	0.005	904.0117	903.4623	903.4623	0	0	0	0	25032
6275	2	120000	571.8618	0.008	1142.4074	1141.7091	1141.7091	0	0	0	0	25033
6275	2	49800	679.8451	0.047	1358.5884	1357.6756	1357.6756	0	0	0	0	25035
6275	2	40900	681.3765	0.03	1361.6517	1360.7384	1360.7384	0	0	0	0	25036
6275	3	76700	478.5975	0.04	1433.7357	1432.7708	1432.7707	0	0	0	0	25037
6275	2	123000	717.3932	0.036	1433.7368	1432.7719	1432.7719	0	0	0	0	25038
6275	3	105000	555.6005	0.025	1663.8787	1662.7767	1662.7768	0	0	0	0	25041
6275	2	525000	832.3959	0.019	1663.879	1662.7773	1662.7773	0	0	0	0	25042
6275	2	75000	879.9574	0.048	1759.0571	1757.9003	1757.9003	0	0	0	0	25044
6275	2	62100	883.4913	0.031	1766.1276	1764.9681	1764.9681	0	0	0	0	25045
6275	3	103000	598.9645	0.091	1795.0562	1793.8717	1793.8717	0	0	0	0	25046
6275	2	146000	897.9446	0.014	1795.0591	1793.8746	1794.8776	0	0	0	0	25047
6275	2	42500	901.0181	0.13	1801.207	1800.0216	1800.0216	0	0	0	0	25048
6275	2	69000	1122.6542	0.017	2243.749	2242.2909	2243.2938	0	0	0	0	25050
6275	2	44600	1206.613	0.042	2411.7641	2410.2085	2411.2115	0	0	0	0	25051
6277	1	3460000	748.4358	0.005	747.8821	747.4284	747.4285	0	0	0	0	25056
6277	2	138000	452.738	0.005	904.0107	903.4613	903.4614	0	0	0	0	25057
6277	1	122000	904.4699	0.006	904.012	903.4626	903.4626	0	0	0	0	25058
6277	2	173000	571.8616	0.015	1142.407	1141.7086	1141.7086	0	0	0	0	25059
6277	2	78300	600.8311	0.006	1200.3769	1199.6477	1199.6477	0	0	0	0	25060
6277	2	62000	679.8451	0.054	1358.5885	1357.6757	1357.6757	0	0	0	0	25061
6277	2	46500	681.3759	0.043	1361.6505	1360.7372	1360.7372	0	0	0	0	25062
6277	3	90100	478.5975	0.049	1433.7357	1432.7708	1432.7708	0	0	0	0	25063
6277	2	101000	717.3935	0.053	1433.7374	1432.7725	1432.7725	0	0	0	0	25064
6277	3	184000	555.2662	0.062	1663.8784	1662.7766	1662.7767	0	0	0	0	25066
6277	2	703000	832.3958	0.021	1663.8789	1662.7771	1662.7771	0	0	0	0	25067
6277	2	50900	879.958	0.015	1759.0584	1757.9015	1757.9015	0	0	0	0	25070
6277	2	65400	883.4911	0.052	1766.1272	1764.9677	1764.9677	0	0	0	0	25071
6277	3	84600	598.9645	0.057	1795.0561	1793.8717	1793.8717	0	0	0	0	25072
6277	2	139000	897.944	0.012	1795.058	1793.8735	1794.8765	0	0	0	0	25073
6277	2	51000	1122.6525	0.078	2243.7456	2242.2875	2243.2904	0	0	0	0	25075
6280	1	2770000	748.4358	0.005	747.8821	747.4284	747.4285	0	0	0	0	25082
6280	2	166000	452.738	0.014	904.0107	903.4613	903.4614	0	0	0	0	25084
6280	1	102000	904.4699	0.005	904.012	903.4626	903.4627	0	0	0	0	25085
6280	2	316000	571.8617	0.012	1142.4071	1141.7088	1141.7088	0	0	0	0	25086
6280	1	38300	1142.7179	0.055	1142.4089	1141.7106	1141.7106	0	0	0	0	25087
6280	2	56300	679.8452	0.012	1358.5887	1357.6758	1357.6759	0	0	0	0	25088
6280	2	38700	681.3756	0.143	1361.65	1360.7367	1360.7367	0	0	0	0	25089
6280	3	61400	478.5973	0.051	1433.735	1432.7701	1432.77	0	0	0	0	25090
6280	2	96900	717.3928	0.027	1433.7359	1432.771	1432.771	0	0	0	0	25091
6280	3	226000	555.2661	0.014	1663.8782	1662.7765	1662.7765	0	0	0	0	25093
