scan_num	charge	abundance	mz	fit	average_mw	monoisotopic_mw	mostabundant_mw	fwhm	signal_noise	mono_abundance	mono_plus2_abundance	index
5626	2	1650000	704.3675	0.006	1407.6706	1406.7204	1406.7204	0	0	0	0	20949
5626	2	317000	790.3771	0.03	1579.7879	1578.7396	1578.7396	0	0	0	0	20950
5626	3	3200000	756.0724	0.009	2265.6646	2264.1924	2265.1953	0	0	0	0	20952
5626	2	1100000	1133.6055	0.006	2265.6658	2264.1935	2265.1965	0	0	0	0	20953
5626	4	183000	567.3067	0.023	2265.6669	2264.1946	2265.1977	0	0	0	0	20954
5629	1	83900	761.4055	0.015	760.8631	760.3982	760.3982	0	0	0	0	20956
5629	2	166000	404.2117	0.009	806.9029	806.4089	806.4088	0	0	0	0	20957
5629	2	105000	457.2363	0.073	913.0181	912.4581	912.458	0	0	0	0	20958
5629	2	2560000	487.2825	0.007	973.1417	972.5504	972.5504	0	0	0	0	20959
5629	1	1070000	973.5591	0.012	973.1432	972.5519	972.5519	0	0	0	0	20960
5629	2	460000	530.7668	0.009	1060.1642	1059.519	1059.519	0	0	0	0	20961
5629	1	90600	1060.5282	0.01	1060.1661	1059.5209	1059.5209	0	0	0	0	20962
5629	2	200000	530.7891	0.01	1060.2088	1059.5636	1059.5636	0	0	0	0	20963
5629	2	1870000	704.368	0.008	1407.6716	1406.7215	1406.7215	0	0	0	0	20964
5629	2	349000	790.3783	0.015	1579.7903	1578.742	1578.742	0	0	0	0	20965
5629	3	3780000	756.0729	0.009	2265.6663	2264.194	2265.197	0	0	0	0	20967
5629	2	1340000	1133.6065	0.014	2265.6679	2264.1956	2265.1985	0	0	0	0	20968
5629	4	260000	567.3072	0.018	2265.6691	2264.1968	2265.1998	0	0	0	0	20969
5631	2	171000	404.2112	0.005	806.9019	806.4079	806.4079	0	0	0	0	20972
5631	2	97300	457.2361	0.061	913.0177	912.4576	912.4576	0	0	0	0	20973
5631	2	2020000	487.282	0.007	973.1407	972.5495	972.5494	0	0	0	0	20974
5631	1	753000	973.5569	0.005	973.141	972.5497	972.5497	0	0	0	0	20975
5631	2	456000	530.7662	0.017	1060.1629	1059.5177	1059.5178	0	0	0	0	20976
5631	1	107000	1060.5256	0.03	1060.1635	1059.5183	1059.5183	0	0	0	0	20977
5631	2	254000	530.7885	0.005	1060.2075	1059.5624	1059.5624	0	0	0	0	20978
5631	1	90500	1407.7263	0.028	1407.6692	1406.719	1406.719	0	0	0	0	20979
5631	2	1990000	704.367	0.007	1407.6696	1406.7195	1406.7195	0	0	0	0	20980
5631	2	247000	790.8783	0.042	1579.7876	1578.7391	1578.7391	0	0	0	0	20981
5631	3	2820000	756.0721	0.009	2265.6639	2264.1916	2265.1946	0	0	0	0	20983
5631	2	1010000	1133.6047	0.009	2265.6642	2264.192	2265.1949	0	0	0	0	20984
5631	4	204000	567.3064	0.045	2265.6659	2264.1936	2265.1966	0	0	0	0	20985
5634	2	129000	404.2114	0.016	806.9022	806.4082	806.4082	0	0	0	0	20987
5634	2	123000	457.2358	0.05	913.0171	912.4571	912.457	0	0	0	0	20988
5634	2	1530000	487.2821	0.013	973.141	972.5497	972.5496	0	0	0	0	20989
5634	1	490000	973.5575	0.005	973.1415	972.5502	972.5502	0	0	0	0	20990
5634	2	371000	530.7662	0.005	1060.1631	1059.5179	1059.5179	0	0	0	0	20991
5634	2	223000	530.7886	0.003	1060.2078	1059.5627	1059.5627	0	0	0	0	20992
5634	1	78300	1407.7268	0.018	1407.6697	1406.7196	1406.7196	0	0	0	0	20993
5634	2	2190000	704.3672	0.011	1407.67	1406.7199	1406.7199	0	0	0	0	20994
5634	2	276000	790.3771	0.054	1579.788	1578.7396	1578.7396	0	0	0	0	20995
5634	3	2730000	756.0724	0.011	2265.6647	2264.1924	2265.1953	0	0	0	0	20997
5634	2	960000	1133.6051	0.015	2265.6649	2264.1927	2265.1956	0	0	0	0	20998
5634	4	163000	567.0563	0.1	2265.6684	2264.1963	2265.1993	0	0	0	0	20999
5636	2	141000	404.2113	0.007	806.902	806.408	806.408	0	0	0	0	21002
5636	2	86900	457.2362	0.01	913.018	912.458	912.4579	0	0	0	0	21003
5636	2	1050000	487.2821	0.004	973.141	972.5497	972.5497	0	0	0	0	21004
5636	1	375000	973.5576	0.005	973.1416	972.5504	972.5503	0	0	0	0	21005
5636	2	325000	530.7663	0.015	1060.1632	1059.518	1059.518	0	0	0	0	21006
5636	1	74200	1060.5254	0.014	1060.1633	1059.5181	1059.5181	0	0	0	0	21007
5636	2	265000	530.7885	0.015	1060.2076	1059.5625	1059.5625	0	0	0	0	21008
5636	1	92100	1083.5489	0.016	1083.1996	1082.5416	1082.5416	0	0	0	0	21009
5636	2	77600	608.8279	0.012	1216.3821	1215.6411	1215.6411	0	0	0	0	21010
5636	2	2240000	704.3672	0.009	1407.6699	1406.7197	1406.7198	0	0	0	0	21011
5636	1	92900	1407.7272	0.021	1407.6701	1406.72	1406.72	0	0	0	0	21012
5636	2	178000	790.3772	0.087	1579.7882	1578.7399	1578.7399	0	0	0	0	21013
5636	2	746000	1133.605	0.019	2265.6649	2264.1926	2265.1955	0	0	0	0	21015
5636	3	2430000	756.0725	0.007	2265.6649	2264.1926	2265.1956	0	0	0	0	21016
5636	4	138000	567.0558	0.06	2265.6661	2264.194	2265.197	0	0	0	0	21017
5636	3	83200	773.7677	0.079	2318.7793	2317.2784	2318.2814	0	0	0	0	21018
5641	2	81600	457.236	0.015	913.0175	912.4574	912.4574	0	0	0	0	21020
5641	2	282000	487.2821	0.008	973.1409	972.5496	972.5496	0	0	0	0	21021
5641	1	95100	973.557	0.007	973.1411	972.5498	972.5498	0	0	0	0	21022
5641	2	241000	530.7663	0.022	1060.1632	1059.518	1059.518	0	0	0	0	21023
5641	2	137000	530.7885	0.011	1060.2076	1059.5624	1059.5624	0	0	0	0	21024
5641	1	102000	1083.5471	0.017	1083.1978	1082.5398	1082.5398	0	0	0	0	21025
5641	2	113000	608.8276	0.013	1216.3815	1215.6406	1215.6406	0	0	0	0	21026
5641	3	96000	432.9108	0.007	1296.5044	1295.7106	1295.7105	0	0	0	0	21027
5641	2	398000	648.8627	0.023	1296.5045	1295.7107	1295.7108	0	0	0	0	21028
5641	1	97300	1407.7263	0.016	1407.6692	1406.719	1406.719	0	0	0	0	21029
5641	2	2540000	704.3669	0.009	1407.6693	1406.7192	1406.7192	0	0	0	0	21030
5641	2	64400	790.3764	0.092	1579.7866	1578.7383	1578.7383	0	0	0	0	21031
5641	2	402000	1133.605	0.012	2265.6648	2264.1925	2265.1955	0	0	0	0	21033
5641	3	1250000	756.0726	0.008	2265.6652	2264.1929	2265.1958	0	0	0	0	21034
5641	4	63100	567.3063	0.013	2265.6655	2264.1932	2265.1962	0	0	0	0	21035
5641	2	175000	1160.1464	0.005	2318.7763	2317.2754	2318.2783	0	0	0	0	21036
5641	3	309000	773.7675	0.026	2318.7786	2317.2777	2318.2807	0	0	0	0	21037
5644	2	96600	457.2357	0.091	913.017	912.457	912.4569	0	0	0	0	21038
5644	2	325000	487.2821	0.02	973.1411	972.5498	972.5497	0	0	0	0	21039
5644	1	107000	973.5574	0.046	973.1414	972.5501	972.5501	0	0	0	0	21040
5644	2	147000	530.7663	0.025	1060.1632	1059.518	1059.5181	0	0	0	0	21041
5644	2	156000	530.7883	0.005	1060.2072	1059.562	1059.5621	0	0	0	0	21042
5644	1	93400	1083.5478	0.049	1083.1985	1082.5405	1082.5405	0	0	0	0	21043
5644	2	168000	608.8278	0.028	1216.382	1215.641	1215.641	0	0	0	0	21044
5644	3	207000	432.9108	0.025	1296.5045	1295.7107	1295.7107	0	0	0	0	21045
5644	2	638000	648.8627	0.004	1296.5046	1295.7108	1295.7108	0	0	0	0	21046
5644	2	3090000	704.367	0.012	1407.6696	1406.7194	1406.7194	0	0	0	0	21047
5644	1	113000	1407.7284	0.027	1407.6713	1406.7211	1406.7211	0	0	0	0	21048
5644	3	1110000	756.0725	0.012	2265.6649	2264.1926	2265.1956	0	0	0	0	21050
5644	2	361000	1133.6054	0.013	2265.6656	2264.1933	2265.1962	0	0	0	0	21051
5644	2	293000	1160.1472	0.01	2318.7778	2317.2769	2318.2799	0	0	0	0	21052
5644	3	486000	773.7678	0.017	2318.7797	2317.2788	2318.2817	0	0	0	0	21053
5647	2	202000	487.2822	0.003	973.1413	972.55	972.5499	0	0	0	0	21055
5647	1	75000	973.5584	0.006	973.1424	972.5511	972.5511	0	0	0	0	21056
5647	2	112000	530.7661	0.006	1060.1628	1059.5176	1059.5177	0	0	0	0	21057
5647	2	181000	530.7885	0.012	1060.2075	1059.5623	1059.5624	0	0	0	0	21058
5647	1	114000	1083.5477	0.007	1083.1984	1082.5404	1082.5404	0	0	0	0	21059
5647	2	150000	608.8277	0.007	1216.3818	1215.6408	1215.6408	0	0	0	0	21060
5647	2	940000	648.8628	0.004	1296.5048	1295.711	1295.711	0	0	0	0	21061
5647	3	321000	432.9109	0.04	1296.5048	1295.711	1295.711	0	0	0	0	21062
5647	2	2860000	704.367	0.009	1407.6696	1406.7194	1406.7194	0	0	0	0	21063
5647	1	109000	1407.7271	0.01	1407.67	1406.7198	1406.7198	0	0	0	0	21064
5647	2	298000	1133.6053	0.007	2265.6654	2264.1931	2265.196	0	0	0	0	21066
5647	3	930000	756.0727	0.015	2265.6655	2264.1933	2265.1962	0	0	0	0	21067
5647	2	368000	1160.1467	0.005	2318.7769	2317.276	2318.2789	0	0	0	0	21068
5647	3	689000	773.7677	0.016	2318.7793	2317.2784	2318.2814	0	0	0	0	21069
5650	1	70700	973.557	0.015	973.141	972.5497	972.5497	0	0	0	0	21072
5650	2	138000	487.2821	0.01	973.141	972.5498	972.5497	0	0	0	0	21073
5650	2	101000	530.7663	0.004	1060.1632	1059.518	1059.5181	0	0	0	0	21074
5650	2	165000	530.7884	0.005	1060.2074	1059.5622	1059.5623	0	0	0	0	21075
5650	1	109000	1083.5486	0.051	1083.1993	1082.5413	1082.5413	0	0	0	0	21076
5650	2	190000	608.8277	0.023	1216.3818	1215.6408	1215.6408	0	0	0	0	21077
5650	2	1220000	648.8626	0.008	1296.5044	1295.7106	1295.7106	0	0	0	0	21078
5650	3	382000	432.9109	0.008	1296.5045	1295.7107	1295.7107	0	0	0	0	21079
5650	2	2780000	704.367	0.009	1407.6696	1406.7194	1406.7194	0	0	0	0	21080
5650	1	116000	1408.7311	0.133	1407.6712	1406.7209	1406.7209	0	0	0	0	21081
5650	3	609000	756.0726	0.009	2265.6654	2264.1932	2265.1961	0	0	0	0	21083
5650	2	243000	1133.6061	0.019	2265.667	2264.1947	2265.1977	0	0	0	0	21084
5650	2	466000	1160.1465	0.019	2318.7764	2317.2755	2318.2785	0	0	0	0	21085
5650	3	852000	773.7672	0.013	2318.7778	2317.2769	2318.2798	0	0	0	0	21086
5653	2	209000	487.2822	0.01	973.1412	972.5499	972.5499	0	0	0	0	21088
5653	1	81900	973.5577	0.009	973.1417	972.5504	972.5504	0	0	0	0	21089
5653	2	124000	530.7663	0.015	1060.1633	1059.5181	1059.5181	0	0	0	0	21090
5653	2	186000	530.7885	0.006	1060.2076	1059.5624	1059.5624	0	0	0	0	21091
5653	1	93700	1083.5481	0.006	1083.1988	1082.5409	1082.5409	0	0	0	0	21092
5653	2	192000	608.8278	0.01	1216.3819	1215.641	1215.641	0	0	0	0	21093
5653	2	1690000	648.8626	0.013	1296.5044	1295.7106	1295.7106	0	0	0	0	21094
5653	3	357000	432.9108	0.009	1296.5044	1295.7106	1295.7106	0	0	0	0	21095
5653	1	148000	1407.7268	0.02	1407.6697	1406.7195	1406.7195	0	0	0	0	21096
5653	2	2720000	704.3671	0.007	1407.6698	1406.7197	1406.7197	0	0	0	0	21097
5653	3	479000	756.0727	0.022	2265.6657	2264.1934	2265.1964	0	0	0	0	21099
5653	2	201000	1133.6055	0.034	2265.6658	2264.1935	2265.1965	0	0	0	0	21100
5653	2	676000	1160.1462	0.008	2318.7758	2317.2749	2318.2778	0	0	0	0	21101
5653	3	1090000	773.7674	0.011	2318.7782	2317.2773	2318.2802	0	0	0	0	21102
5656	2	212000	487.2821	0.018	973.1409	972.5496	972.5496	0	0	0	0	21104
5656	2	180000	530.7883	0.008	1060.2072	1059.562	1059.562	0	0	0	0	21105
5656	1	104000	1083.5484	0.012	1083.199	1082.5411	1082.5411	0	0	0	0	21106
5656	2	217000	608.8278	0.023	1216.382	1215.641	1215.641	0	0	0	0	21107
5656	3	511000	432.9108	0.006	1296.5044	1295.7106	1295.7106	0	0	0	0	21108
5656	2	1670000	648.8626	0.004	1296.5044	1295.7106	1295.7106	0	0	0	0	21109
5656	2	2610000	704.3671	0.007	1407.6698	1406.7197	1406.7197	0	0	0	0	21110
5656	1	158000	1407.7276	0.018	1407.6705	1406.7203	1406.7203	0	0	0	0	21111
5656	3	391000	756.0727	0.019	2265.6656	2264.1934	2265.1963	0	0	0	0	21113
5656	2	116000	1133.6071	0.013	2265.6691	2264.1968	2265.1997	0	0	0	0	21114
5656	2	764000	1160.1462	0.006	2318.7759	2317.275	2318.2779	0	0	0	0	21115
5656	3	1320000	773.7673	0.006	2318.7781	2317.2772	2318.2802	0	0	0	0	21116
5659	2	97000	530.7884	0.015	1060.2075	1059.5623	1059.5623	0	0	0	0	21119
5659	1	102000	1083.5465	0.023	1083.1972	1082.5392	1082.5392	0	0	0	0	21120
5659	2	130000	608.8282	0.014	1216.3827	1215.6417	1215.6418	0	0	0	0	21121
5659	2	2190000	648.8625	0.005	1296.5043	1295.7105	1295.7105	0	0	0	0	21122
5659	3	550000	432.9109	0.004	1296.5045	1295.7107	1295.7107	0	0	0	0	21123
5659	1	142000	1407.7265	0.021	1407.6694	1406.7192	1406.7192	0	0	0	0	21124
5659	2	2540000	704.3673	0.009	1407.6703	1406.7201	1406.7201	0	0	0	0	21125
5659	3	129000	755.7388	0.126	2265.6667	2264.1946	2265.1976	0	0	0	0	21127
5659	2	1360000	1160.1462	0.01	2318.7758	2317.2749	2318.2778	0	0	0	0	21128
5659	4	141000	580.5773	0.022	2318.7778	2317.2769	2318.2799	0	0	0	0	21129
5659	3	2100000	773.7673	0.014	2318.7779	2317.277	2318.28	0	0	0	0	21130
5662	2	94500	530.7884	0.026	1060.2074	1059.5622	1059.5623	0	0	0	0	21133
5662	2	174000	542.265	0.016	1083.1734	1082.5154	1082.5154	0	0	0	0	21134
5662	1	110000	1083.5454	0.061	1083.1961	1082.5382	1082.5382	0	0	0	0	21135
5662	2	134000	608.8274	0.02	1216.3812	1215.6402	1215.6403	0	0	0	0	21136
5662	2	2210000	648.8625	0.015	1296.5042	1295.7104	1295.7105	0	0	0	0	21137
5662	3	508000	432.9108	0.009	1296.5045	1295.7107	1295.7106	0	0	0	0	21138
5662	1	117000	1407.725	0.02	1407.6679	1406.7178	1406.7178	0	0	0	0	21139
5662	2	2060000	704.3672	0.014	1407.67	1406.7199	1406.7199	0	0	0	0	21140
5662	3	124000	756.0726	0.014	2265.6654	2264.1931	2265.1961	0	0	0	0	21142
5662	2	1180000	1160.1465	0.01	2318.7764	2317.2755	2318.2784	0	0	0	0	21143
5662	4	113000	580.577	0.018	2318.7769	2317.276	2318.279	0	0	0	0	21144
5662	3	2180000	773.767	0.012	2318.777	2317.2761	2318.279	0	0	0	0	21145
5665	2	113000	530.7893	0.051	1060.2093	1059.5641	1059.5641	0	0	0	0	21149
5665	2	440000	542.266	0.026	1083.1753	1082.5174	1082.5173	0	0	0	0	21150
5665	1	80800	1083.5286	0.142	1083.1792	1082.5213	1082.5213	0	0	0	0	21151
5665	2	154000	608.8289	0.028	1216.3841	1215.6432	1215.6432	0	0	0	0	21152
5665	2	2510000	648.8634	0.006	1296.506	1295.7122	1295.7122	0	0	0	0	21153
5665	3	542000	432.9116	0.013	1296.5068	1295.713	1295.713	0	0	0	0	21154
5665	1	83800	1296.7226	0.013	1296.5092	1295.7153	1295.7154	0	0	0	0	21155
5665	2	2800000	704.3684	0.007	1407.6723	1406.7222	1406.7222	0	0	0	0	21156
5665	1	124000	1407.7333	0.019	1407.6761	1406.726	1406.726	0	0	0	0	21157
5665	3	122000	755.7407	0.058	2265.6722	2264.2001	2265.2031	0	0	0	0	21160
5665	3	3050000	773.7684	0.011	2318.7814	2317.2805	2318.2835	0	0	0	0	21161
5665	2	1630000	1160.1495	0.011	2318.7825	2317.2816	2318.2845	0	0	0	0	21162
5665	4	94400	580.5786	0.018	2318.7831	2317.2822	2318.2852	0	0	0	0	21163
5665	2	76500	1225.1064	0.082	2448.7786	2447.1953	2448.1982	0	0	0	0	21164
5665	3	94000	817.0736	0.026	2448.7792	2447.1959	2448.1988	0	0	0	0	21165
5668	2	102000	530.7886	0.02	1060.2078	1059.5626	1059.5626	0	0	0	0	21170
5668	2	597000	542.265	0.01	1083.1735	1082.5155	1082.5155	0	0	0	0	21171
5668	1	139000	1083.5266	0.054	1083.1772	1082.5193	1082.5193	0	0	0	0	21172
5668	2	146000	608.8279	0.025	1216.3821	1215.6412	1215.6412	0	0	0	0	21174
5668	2	2100000	648.8627	0.007	1296.5047	1295.7109	1295.7109	0	0	0	0	21175
5668	3	596000	432.9109	0.009	1296.5047	1295.7109	1295.7109	0	0	0	0	21176
5668	1	147000	1407.7267	0.044	1407.6696	1406.7194	1406.7194	0	0	0	0	21177
5668	2	2480000	704.3675	0.017	1407.6705	1406.7204	1406.7204	0	0	0	0	21178
5668	3	119000	755.7377	0.127	2265.6633	2264.1912	2265.1942	0	0	0	0	21180
5668	2	1680000	1160.1466	0.015	2318.7767	2317.2758	2318.2787	0	0	0	0	21181
5668	4	116000	580.3263	0.099	2318.7769	2317.2761	2318.2792	0	0	0	0	21182
5668	3	2470000	773.7674	0.011	2318.7783	2317.2774	2318.2804	0	0	0	0	21183
5668	2	142000	1225.1012	0.033	2448.7682	2447.1848	2448.1878	0	0	0	0	21184
5670	2	116000	530.7884	0.011	1060.2073	1059.5621	1059.5622	0	0	0	0	21187
5670	2	897000	542.265	0.021	1083.1735	1082.5156	1082.5155	0	0	0	0	21188
5670	1	210000	1083.5244	0.008	1083.1751	1082.5171	1082.5171	0	0	0	0	21189
5670	3	476000	432.9108	0.02	1296.5044	1295.7106	1295.7106	0	0	0	0	21190
5670	2	1640000	648.8627	0.009	1296.5046	1295.7108	1295.7108	0	0	0	0	21191
5670	2	2010000	704.3675	0.014	1407.6707	1406.7205	1406.7205	0	0	0	0	21192
5670	4	122000	580.577	0.033	2318.7769	2317.276	2318.279	0	0	0	0	21194
5670	2	1480000	1160.1468	0.017	2318.7771	2317.2762	2318.2791	0	0	0	0	21195
5670	3	2530000	773.7673	0.02	2318.778	2317.2771	2318.28	0	0	0	0	21196
5670	2	195000	1225.101	0.047	2448.7678	2447.1844	2448.1874	0	0	0	0	21197
5670	3	169000	817.0714	0.099	2448.7728	2447.1895	2448.1925	0	0	0	0	21198
5673	2	126000	530.7884	0.015	1060.2075	1059.5623	1059.5623	0	0	0	0	21202
5673	2	1180000	542.265	0.01	1083.1735	1082.5155	1082.5155	0	0	0	0	21203
5673	1	301000	1083.5246	0.01	1083.1752	1082.5173	1082.5173	0	0	0	0	21204
5673	2	1500000	648.8627	0.013	1296.5047	1295.7109	1295.7109	0	0	0	0	21205
5673	3	257000	432.9111	0.04	1296.5054	1295.7116	1295.7116	0	0	0	0	21206
5673	2	1740000	704.3676	0.007	1407.6707	1406.7206	1406.7206	0	0	0	0	21207
5673	3	113000	756.0726	0.029	2265.6653	2264.193	2265.196	0	0	0	0	21209
5673	4	109000	580.3261	0.092	2318.7759	2317.2752	2318.2782	0	0	0	0	21210
5673	2	1510000	1160.1469	0.01	2318.7771	2317.2762	2318.2792	0	0	0	0	21211
5673	3	2140000	773.7674	0.009	2318.7783	2317.2774	2318.2804	0	0	0	0	21212
5673	2	212000	1225.1013	0.052	2448.7685	2447.1851	2448.1881	0	0	0	0	21213
5673	3	120000	817.0712	0.058	2448.7722	2447.1888	2448.1918	0	0	0	0	21214
5676	2	107000	530.7885	0.004	1060.2075	1059.5623	1059.5624	0	0	0	0	21217
5676	2	1930000	542.2648	0.01	1083.1731	1082.5151	1082.5151	0	0	0	0	21218
5676	1	511000	1083.5235	0.011	1083.1742	1082.5162	1082.5162	0	0	0	0	21219
5676	3	251000	432.9107	0.038	1296.5041	1295.7103	1295.7103	0	0	0	0	21220
5676	2	939000	648.8627	0.005	1296.5047	1295.7109	1295.7109	0	0	0	0	21221
5676	2	1460000	704.3676	0.006	1407.6708	1406.7206	1406.7206	0	0	0	0	21222
5676	2	1240000	1160.1468	0.01	2318.777	2317.2761	2318.279	0	0	0	0	21225
5676	4	106000	580.5771	0.109	2318.7771	2317.2761	2318.2792	0	0	0	0	21226
5676	3	1910000	773.7675	0.021	2318.7786	2317.2777	2318.2806	0	0	0	0	21227
5676	2	365000	1225.1014	0.006	2448.7686	2447.1853	2448.1882	0	0	0	0	21228
5676	3	314000	816.737	0.106	2448.7722	2447.189	2448.192	0	0	0	0	21229
5676	3	107000	1037.2025	0.069	3109.5638	3107.5827	3108.5856	0	0	0	0	21231
5676	3	122000	1158.213	0.082	3471.8127	3469.6118	3471.6173	0	0	0	0	21233
5678	2	106000	530.7885	0.008	1060.2075	1059.5623	1059.5624	0	0	0	0	21237
5678	2	2240000	542.2649	0.008	1083.1733	1082.5153	1082.5153	0	0	0	0	21238
5678	1	589000	1083.5242	0.007	1083.1748	1082.5169	1082.5169	0	0	0	0	21239
5678	2	120000	615.3233	0.016	1229.3842	1228.632	1228.632	0	0	0	0	21240
5678	3	289000	432.911	0.065	1296.505	1295.7112	1295.7112	0	0	0	0	21241
5678	2	945000	648.8629	0.021	1296.5051	1295.7113	1295.7113	0	0	0	0	21242
5678	2	1380000	704.3678	0.008	1407.6711	1406.721	1406.721	0	0	0	0	21243
5678	3	127000	756.0735	0.106	2265.6679	2264.1956	2265.1986	0	0	0	0	21246
5678	2	954000	1160.1472	0.015	2318.7778	2317.2769	2318.2798	0	0	0	0	21247
5678	3	1810000	773.7679	0.017	2318.7797	2317.2788	2318.2818	0	0	0	0	21248
5678	4	140000	580.5778	0.086	2318.78	2317.2791	2318.2821	0	0	0	0	21249
5678	2	390000	1225.1018	0.013	2448.7694	2447.186	2448.189	0	0	0	0	21250
5678	3	372000	817.0712	0.026	2448.7723	2447.189	2448.1919	0	0	0	0	21251
5678	3	127000	1037.5387	0.103	3109.5699	3107.5886	3108.5915	0	0	0	0	21253
5681	2	114000	435.7168	0.006	869.9541	869.4191	869.4191	0	0	0	0	21258
5681	1	144000	870.4272	0.023	869.9549	869.4199	869.4199	0	0	0	0	21259
5681	2	2630000	542.2648	0.01	1083.173	1082.5151	1082.5151	0	0	0	0	21261
5681	1	728000	1083.5239	0.012	1083.1746	1082.5166	1082.5166	0	0	0	0	21262
5681	2	105000	615.3235	0.009	1229.3846	1228.6324	1228.6324	0	0	0	0	21263
5681	3	184000	432.911	0.029	1296.5049	1295.7111	1295.7111	0	0	0	0	21264
5681	2	717000	648.8629	0.01	1296.505	1295.7112	1295.7112	0	0	0	0	21265
5681	2	1190000	704.3676	0.006	1407.6707	1406.7206	1406.7206	0	0	0	0	21266
5681	3	99500	756.073	0.043	2265.6664	2264.1942	2265.1971	0	0	0	0	21269
5681	2	1030000	1160.1471	0.015	2318.7777	2317.2768	2318.2797	0	0	0	0	21270
5681	3	1440000	773.7676	0.019	2318.779	2317.2781	2318.281	0	0	0	0	21271
5681	2	481000	1225.1015	0.015	2448.7689	2447.1856	2448.1885	0	0	0	0	21272
5681	3	374000	817.0713	0.014	2448.7725	2447.1892	2448.1921	0	0	0	0	21273
5681	3	157000	1037.5387	0.053	3109.57	3107.5887	3108.5916	0	0	0	0	21275
5681	3	144000	1158.2153	0.018	3471.8195	3469.6186	3471.6241	0	0	0	0	21276
5684	2	183000	435.7167	0.007	869.9539	869.4189	869.4189	0	0	0	0	21279
5684	1	140000	870.4269	0.011	869.9546	869.4196	869.4196	0	0	0	0	21280
5684	2	90600	530.7883	0.003	1060.2072	1059.562	1059.562	0	0	0	0	21281
5684	2	2180000	542.2648	0.008	1083.173	1082.515	1082.515	0	0	0	0	21282
5684	1	743000	1083.5235	0.005	1083.1742	1082.5162	1082.5162	0	0	0	0	21283
5684	2	99400	615.323	0.013	1229.3837	1228.6315	1228.6315	0	0	0	0	21284
5684	2	415000	648.8628	0.004	1296.5049	1295.7111	1295.7111	0	0	0	0	21285
5684	3	90800	432.9112	0.01	1296.5055	1295.7117	1295.7117	0	0	0	0	21286
5684	2	921000	704.3677	0.009	1407.6709	1406.7208	1406.7208	0	0	0	0	21287
5684	2	890000	1160.1472	0.018	2318.7779	2317.277	2318.2799	0	0	0	0	21290
5684	3	1080000	773.7674	0.009	2318.7782	2317.2773	2318.2802	0	0	0	0	21291
5684	2	422000	1224.5993	0.077	2448.7672	2447.184	2448.187	0	0	0	0	21292
5684	3	375000	817.0709	0.014	2448.7713	2447.188	2448.1909	0	0	0	0	21293
5684	3	131000	1037.2046	0.007	3109.5703	3107.5891	3108.5921	0	0	0	0	21294
5684	3	238000	1158.2126	0.123	3471.8114	3469.6105	3471.616	0	0	0	0	21296
5687	2	311000	435.7169	0.007	869.9544	869.4194	869.4193	0	0	0	0	21299
5687	1	279000	870.427	0.006	869.9547	869.4198	869.4197	0	0	0	0	21300
5687	2	179000	452.7378	0.023	904.0104	903.461	903.4611	0	0	0	0	21301
5687	2	149000	530.7886	0.031	1060.2078	1059.5626	1059.5627	0	0	0	0	21302
5687	2	2920000	542.2649	0.017	1083.1731	1082.5152	1082.5152	0	0	0	0	21304
5687	1	750000	1083.5237	0.007	1083.1744	1082.5165	1082.5165	0	0	0	0	21305
5687	2	104000	583.8205	0.031	1166.3377	1165.6264	1165.6265	0	0	0	0	21306
5687	2	142000	615.3235	0.089	1229.3847	1228.6325	1228.6325	0	0	0	0	21307
5687	2	394000	648.8629	0.005	1296.5051	1295.7113	1295.7113	0	0	0	0	21308
5687	2	913000	704.3679	0.008	1407.6714	1406.7213	1406.7213	0	0	0	0	21309
5687	2	648000	1160.1474	0.029	2318.7782	2317.2773	2318.2802	0	0	0	0	21311
5687	3	1070000	773.7678	0.013	2318.7795	2317.2786	2318.2815	0	0	0	0	21312
5687	2	561000	1225.1019	0.015	2448.7697	2447.1863	2448.1893	0	0	0	0	21313
5687	3	468000	816.7368	0.063	2448.7718	2447.1887	2448.1916	0	0	0	0	21314
5687	3	175000	1037.204	0.028	3109.5683	3107.5872	3108.5901	0	0	0	0	21316
5690	2	349000	435.717	0.009	869.9545	869.4195	869.4195	0	0	0	0	21320
5690	1	271000	870.4269	0.009	869.9547	869.4197	869.4197	0	0	0	0	21321
5690	2	143000	452.7379	0.108	904.0106	903.4611	903.4612	0	0	0	0	21322
5690	2	158000	530.7884	0.029	1060.2074	1059.5622	1059.5623	0	0	0	0	21324
5690	2	2710000	542.2649	0.01	1083.1732	1082.5152	1082.5152	0	0	0	0	21325
5690	1	744000	1083.5239	0.007	1083.1746	1082.5166	1082.5166	0	0	0	0	21326
5690	2	93600	583.8204	0.007	1166.3375	1165.6263	1165.6263	0	0	0	0	21327
5690	2	102000	615.3236	0.012	1229.3848	1228.6326	1228.6326	0	0	0	0	21328
5690	2	285000	648.8629	0.005	1296.5051	1295.7113	1295.7113	0	0	0	0	21329
5690	2	784000	704.368	0.005	1407.6717	1406.7215	1406.7215	0	0	0	0	21330
5690	3	87600	756.073	0.05	2265.6666	2264.1943	2265.1973	0	0	0	0	21334
5690	2	574000	1160.1484	0.016	2318.7802	2317.2792	2318.2822	0	0	0	0	21335
5690	3	889000	773.7682	0.01	2318.7806	2317.2797	2318.2827	0	0	0	0	21336
5690	2	540000	1225.1018	0.011	2448.7694	2447.1861	2448.189	0	0	0	0	21337
