Feature_Index	Scan	Scan_Start	Scan_End	Scan_Aligned	NET	Monoisotopic_Mass	Monoisotopic_Mass_Calibrated	Abundance	Class_Rep_MZ	Class_Rep_Charge
98	2217	2162	2217	2217	0.1222	407.23477	407.23477	584786	410.244873	1
99	4109	4109	4142	4109	0.2265	407.24543	407.24543	543688	408.2521667	1
100	1634	1612	1634	1634	0.0901	407.251495	407.251495	25974	408.2583923	1
101	3141	3119	3141	3141	0.1732	407.71984	407.71984	532680	408.7267456	1
102	3548	3537	3548	3548	0.1956	407.738085	407.738085	247131	408.7446899	1
103	3889	3878	3889	3889	0.2144	407.755795	407.755795	310179	408.7626038	1
104	16330	16275	16396	16330	0.9005	408.168365	408.168365	346711	409.1749878	1
105	1953	1931	1953	1953	0.1076	408.18744	408.18744	74938	410.197052	1
106	3999	3999	4032	3999	0.2205	408.217015	408.217015	635533	410.2224731	1
107	5418	5396	5462	5418	0.2987	408.22999	408.22999	999845	409.2365723	1
108	2294	2294	2327	2294	0.1265	408.236275	408.236275	1.1623679E+07	409.2431641	1
109	2448	2448	2492	2448	0.1349	408.23709	408.23709	572742	409.2438049	1
110	17067	17056	17089	17067	0.9412	408.2745	408.2745	27589.9	409.2812195	1
111	12	1	23	12	0.0006	408.376	408.376	24178.5	409.3827209	1
112	17694	15681	18134	17694	0.9757	408.376305	408.376305	1.5580917E+06	409.3830261	1
113	3108	3108	3119	3108	0.1713	408.71866	408.71866	399818	409.7254333	1
114	3317	3317	3339	3317	0.1829	408.8884	408.8884	169477	409.8953247	1
115	2756	2745	2888	2756	0.1519	408.894865	408.894865	303667	410.8940125	1
116	1117	1106	1117	1117	0.0615	409.185675	409.185675	29020	410.1925354	1
117	1964	1909	1964	1964	0.1083	409.190435	409.190435	89093	410.1970215	1
118	15714	15670	15747	15714	0.8665	409.21403	409.21403	67532.5	410.2204895	1
119	4560	4560	4582	4560	0.2514	409.21611	409.21611	954488	411.2371826	1
120	5451	5451	5462	5451	0.3006	409.22687	409.22687	260404	411.2427673	1
121	6386	6386	6408	6386	0.3521	409.23203	409.23203	555531	412.2507629	1
122	4098	4087	4098	4098	0.2259	409.23216	409.23216	304694	410.2391052	1
123	5616	5605	5627	5616	0.3097	409.25059	409.25059	462071	410.2572021	1
124	888	888	930	888	0.0489	409.70555	409.70555	5578.4	410.7125244	1
125	1898	1898	1909	1898	0.1046	409.72333	409.72333	57414	412.7254333	1
126	3592	3592	3603	3592	0.1980	409.725	409.725	228448	410.7317505	1
127	3383	3383	3460	3383	0.1865	409.742905	409.742905	713949	411.7449036	1
128	2448	2448	2481	2448	0.1349	409.872355	409.872355	4.7773360E+06	410.8791809	1
129	1	1	12	1	0.0000	410.115865	410.115865	10003.8	411.1225891	1
130	16220	16143	18068	16220	0.8944	410.11616	410.11616	1.9413305E+06	411.1229858	1
131	1139	1128	1139	1139	0.0628	410.18899	410.18899	7289.5	411.1959534	1
132	6287	6287	6364	6287	0.3467	410.204445	410.204445	275691	412.2105103	1
133	3625	3614	3647	3625	0.1999	410.20562	410.20562	475546	411.2124023	1
134	4417	4373	4428	4417	0.2435	410.20956	410.20956	916037	411.216095	1
135	4208	4208	4219	4208	0.2320	410.221515	410.221515	379119	411.2283936	1
136	800	668	888	800	0.0441	410.23997	410.23997	728883.7	411.2468262	1
137	5297	5297	5330	5297	0.2921	410.240055	410.240055	560529	412.250946	1
138	18101	17089	18134	18101	0.9982	410.34037	410.34037	336494.5	411.347229	1
139	12	1	23	12	0.0006	410.34	410.34	14135.8	413.3623352	1
140	12	1	23	12	0.0006	411.08601	411.08601	34956.8	412.0927429	1
141	822	811	822	822	0.0453	411.201525	411.201525	3922.9	414.2236023	1
142	16165	16132	16187	16165	0.8914	411.2081	411.2081	78872.4	412.2147522	1
143	1392	1392	1425	1392	0.0767	411.21078	411.21078	22830.6	414.2353516	1
144	15714	15681	15714	15714	0.8665	411.211	411.211	8379	412.2175293	1
145	2767	2767	2778	2767	0.1525	411.218085	411.218085	308094	412.2249756	1
146	5143	5143	5165	5143	0.2836	411.22094	411.22094	521381	412.2276611	1
147	15978	15956	15978	15978	0.8811	411.32039	411.32039	20541.9	412.3270569	1
148	2536	2426	2547	2536	0.1398	411.7186	411.7186	197590	413.7313538	1
149	3119	3097	3119	3119	0.1720	411.89962	411.89962	1.4220300E+06	412.9063721	1
150	16880	16858	16924	16880	0.9308	412.04581	412.04581	18389.5	415.0480652	1
151	2855	2855	2932	2855	0.1574	412.21655	412.21655	3.5936420E+06	413.2232361	1
152	1403	1403	1414	1403	0.0773	412.225375	412.225375	15925.4	414.23526	1
153	3614	3614	3636	3614	0.1992	412.24357	412.24357	485894	413.2503967	1
154	13162	13151	13162	13162	0.7258	412.259345	412.259345	43359	413.2660828	1
155	12	1	34	12	0.0006	412.259465	412.259465	162105	413.2662048	1
156	16561	13415	18134	16561	0.9133	412.25968	412.25968	1.3351251E+07	413.2662964	1
157	183	183	211	183	0.0100	412.26003	412.26003	6677.5	413.2666321	1
158	613	144	624	613	0.0338	412.356075	412.356075	73969.3	413.3628235	1
159	12	1	23	12	0.0006	412.35559	412.35559	17500.6	413.3623352	1
160	17573	17056	17573	17573	0.9691	412.35602	412.35602	107495.6	413.3627625	1
161	16231	16231	16473	16231	0.8951	412.355895	412.355895	39093.9	413.3625183	1
162	16748	16594	16935	16748	0.9236	412.35592	412.35592	47611.3	413.3627014	1
163	15692	15681	16033	15692	0.8653	412.356	412.356	76491.2	413.3627319	1
164	15417	15395	15417	15417	0.8502	412.356045	412.356045	9349.4	413.3627319	1
165	15065	15021	15065	15065	0.8308	412.356095	412.356095	9239.1	413.3628845	1
166	1084	1018	1095	1084	0.0597	413.18392	413.18392	32229.3	414.1907349	1
167	67	34	67	67	0.0036	413.19227	413.19227	13268.1	416.2138367	1
168	4648	4648	4659	4648	0.2563	413.21131	413.21131	373066	415.2171936	1
169	910	558	996	910	0.0501	413.215925	413.215925	38676.6	414.2226868	1
170	4197	4186	4197	4197	0.2314	413.22759	413.22759	237448	414.234375	1
171	1359	1337	1359	1359	0.0749	413.22822	413.22822	64449	414.2349854	1
172	2888	2866	2932	2888	0.1592	413.240755	413.240755	757390	414.2478333	1
173	5968	5957	6034	5968	0.3291	413.26388	413.26388	1.2664640E+06	414.2705994	1
174	2283	2239	2382	2283	0.1258	413.2646	413.2646	9.8228810E+06	414.2712097	1
175	17496	17496	17507	17496	0.9648	413.35943	413.35943	3007	414.366333	1
176	2063	2052	2063	2063	0.1137	413.72566	413.72566	116883	414.7323303	1
177	5253	5253	5275	5253	0.2896	413.7432	413.7432	316061	414.7495422	1
178	16902	16814	17023	16902	0.9321	414.04107	414.04107	762136.4	415.0479431	1
179	89	67	89	89	0.0049	414.19998	414.19998	16192.2	415.2070007	1
180	16154	16154	16165	16154	0.8908	414.2062	414.2062	9833.8	415.2128906	1
181	3812	3812	3823	3812	0.2102	414.23511	414.23511	576812	415.2419128	1
182	222	122	417	222	0.0122	414.24184	414.24184	13011.2	417.2589111	1
183	3966	3944	4021	3966	0.2187	414.246565	414.246565	1.1198016E+07	415.2534485	1
184	2569	2547	2580	2569	0.1416	414.71867	414.71867	413308	416.7298889	1
185	3284	3284	3295	3284	0.1811	414.727715	414.727715	378961	415.7344666	1
186	1645	1645	1678	1645	0.0907	414.73928	414.73928	124745	416.7398071	1
187	6375	6364	6375	6375	0.3515	414.74003	414.74003	372429	415.7466431	1
188	56	45	78	56	0.0030	415.170875	415.170875	27669.3	416.1776428	1
189	2734	2734	2745	2734	0.1507	415.202185	415.202185	154129	416.2092285	1
190	3702	3702	3713	3702	0.2041	415.206905	415.206905	268380	418.2243042	1
191	56	34	78	56	0.0030	415.20744	415.20744	45710.5	417.2089233	1
192	1436	1381	1436	1436	0.0791	415.216005	415.216005	12107.7	417.2220764	1
193	1920	1920	1931	1920	0.1058	415.21898	415.21898	95716	417.2265015	1
194	4296	4285	4296	4296	0.2369	415.220235	415.220235	402786	416.2268982	1
195	1601	1590	1601	1601	0.0882	415.220745	415.220745	25111	417.2455444	1
196	844	767	1018	844	0.0465	415.225965	415.225965	36725.4	416.2331543	1
197	5110	5110	5121	5110	0.2818	415.237345	415.237345	260957	417.243042	1
198	56	45	657	56	0.0030	415.244145	415.244145	72595.1	417.2584229	1
199	1282	1282	1326	1282	0.0706	415.25558	415.25558	29655.6	417.2587891	1
200	17034	17034	17045	17034	0.9393	415.366945	415.366945	4432.5	416.3734741	1
201	17892	17892	17914	17892	0.9867	415.36688	415.36688	8945.4	416.3735352	1
202	1414	1414	1458	1414	0.0779	415.705365	415.705365	46818.6	416.7120972	1
203	4659	4659	4681	4659	0.2569	415.71145	415.71145	631166	417.7221985	1
204	13294	13261	13294	13294	0.7331	416.03429	416.03429	42543.6	417.0413208	1
205	3339	3339	3361	3339	0.1841	416.20627	416.20627	420175	419.2402649	1
206	6749	6749	6760	6749	0.3721	416.2116	416.2116	337359	417.2184143	1
207	10401	10401	10412	10401	0.5735	416.213775	416.213775	145206	417.2205811	1
208	5451	5451	5462	5451	0.3006	416.227565	416.227565	292944	417.2342529	1
209	963	963	1018	963	0.0531	416.22806	416.22806	17767	417.2345581	1
210	668	668	756	668	0.0368	416.22831	416.22831	18448	417.2351685	1
211	1029	1007	1029	1029	0.0567	416.23958	416.23958	37510	417.2462158	1
212	1469	1425	1546	1469	0.0810	416.70427	416.70427	66083.9	417.7109985	1
213	4087	4021	4109	4087	0.2253	416.71581	416.71581	820214	418.7163696	1
214	5286	5275	5297	5286	0.2915	416.73776	416.73776	389978	418.7383118	1
215	16880	16814	17045	16880	0.9308	417.039235	417.039235	289901.4	418.0462952	1
216	56	45	67	56	0.0030	417.18586	417.18586	23837.9	418.1927185	1
217	67	45	67	67	0.0036	417.22281	417.22281	20017.4	418.2291565	1
218	1678	1590	1678	1678	0.0925	417.236545	417.236545	84221	418.2435608	1
219	2976	2976	2987	2976	0.1641	417.25388	417.25388	197047	418.2605591	1
220	17848	17793	17848	17848	0.9842	417.309435	417.309435	6998.1	419.3159485	1
221	3570	3570	3614	3570	0.1968	417.87904	417.87904	213085	419.886261	1
222	12172	12172	12304	12172	0.6712	418.16276	418.16276	456839	419.170105	1
223	13635	13613	13888	13635	0.7519	418.16314	418.16314	403166	419.1697388	1
224	12821	12799	12821	12821	0.7070	418.16301	418.16301	183059	419.1698303	1
225	536	483	547	536	0.0295	418.20375	418.20375	4868.7	421.2211304	1
226	2327	2327	2338	2327	0.1283	418.208065	418.208065	130097	419.2147827	1
227	3570	3570	3647	3570	0.1968	418.21374	418.21374	222636	421.2138062	1
228	6760	6760	6771	6760	0.3727	418.219675	418.219675	335196	419.2262573	1
229	1843	1821	1843	1843	0.1016	418.220375	418.220375	43574	419.2272339	1
230	2756	2745	2756	2756	0.1519	418.22049	418.22049	162569	420.2296753	1
231	12	1	1623	12	0.0006	418.30941	418.30941	5.9778040E+06	419.3155518	1
232	12282	12238	12502	12282	0.6773	418.30846	418.30846	1.6100280E+06	419.3153381	1
233	10830	10819	10841	10830	0.5972	418.30868	418.30868	462061	419.3155212	1
234	11963	11941	11974	11963	0.6597	418.30875	418.30875	238687	419.3154297	1
235	12106	12095	12106	12106	0.6676	418.3087	418.3087	138912	419.3153992	1
236	15692	12623	18134	15692	0.8653	418.30906	418.30906	3.4867843E+07	419.3158875	1
237	4648	4648	4670	4648	0.2563	418.71144	418.71144	606670	419.7184143	1
238	1480	1458	1480	1480	0.0816	418.72396	418.72396	31393.5	419.7306824	1
239	14669	14658	14702	14669	0.8089	419.195	419.195	60133.1	420.2019043	1
240	3724	3724	3757	3724	0.2053	419.204985	419.204985	227302	420.211853	1
241	1722	1700	1766	1722	0.0949	419.2179	419.2179	268743	422.2384338	1
242	14086	14064	14152	14086	0.7768	419.2525	419.2525	115965.2	420.2592163	1
243	492	461	525	492	0.0271	419.30839	419.30839	9090	420.3175354	1
244	12645	12645	12777	12645	0.6973	419.31184	419.31184	59756	420.3185425	1
245	16308	16275	16363	16308	0.8993	419.32483	419.32483	10501.3	420.331665	1
246	406	288	406	406	0.0223	419.71339	419.71339	8021	421.7232971	1
247	2437	2415	2437	2437	0.1343	420.19485	420.19485	197704	421.2015991	1
248	514	514	514	514	0.0283	420.205625	420.205625	3513.2	421.2115173	1
249	4131	4131	4153	4131	0.2278	420.20624	420.20624	570395	421.2128296	1
250	3559	3482	3559	3559	0.1962	420.20688	420.20688	613673	421.2138062	1
251	941	941	952	941	0.0518	420.21479	420.21479	7560.7	421.2216797	1
252	1689	1590	1689	1689	0.0931	420.223235	420.223235	31168	422.2382813	1
253	2228	2228	2294	2228	0.1228	420.225335	420.225335	120939	421.2316589	1
254	2921	2921	2976	2921	0.1610	420.24901	420.24901	1.0310860E+06	421.255249	1
255	2019	1997	2019	2019	0.1113	420.25021	420.25021	144074	422.2566833	1
256	14603	14537	14647	14603	0.8053	420.31114	420.31114	1.2428230E+06	421.3180237	1
257	2701	2690	2701	2701	0.1489	420.541535	420.541535	129043	421.5482483	1
258	4186	4186	4197	4186	0.2308	420.740465	420.740465	240625	422.7473755	1
259	3900	3889	3955	3900	0.2150	421.22484	421.22484	837672	422.23172	1
260	78	23	78	78	0.0042	421.225395	421.225395	9656.6	422.2319946	1
261	2525	2415	2525	2525	0.1392	421.22681	421.22681	107741	423.2399597	1
262	2569	2547	2591	2569	0.1416	421.23335	421.23335	460984	424.2437439	1
263	2877	2844	2888	2877	0.1586	421.23321	421.23321	423955	423.2450256	1
264	1502	1480	1513	1502	0.0828	421.23387	421.23387	80229	422.2406921	1
265	15164	15120	15175	15164	0.8362	421.24705	421.24705	18324.2	422.2537842	1
266	2987	2976	2987	2987	0.1647	421.24928	421.24928	181332	422.2560425	1
267	1755	1755	1788	1755	0.0967	421.26226	421.26226	99594	423.2679443	1
268	14515	14504	14515	14515	0.8004	421.31353	421.31353	11231	422.3203125	1
269	14658	14658	14691	14658	0.8083	421.314095	421.314095	15235.8	422.3210449	1
270	5583	5583	5605	5583	0.3078	421.73004	421.73004	606712	424.7524414	1
271	4527	4527	4560	4527	0.2496	421.740625	421.740625	738908	422.747345	1
272	4186	4186	4208	4186	0.2308	421.74056	421.74056	792230	422.7473755	1
273	3438	3438	3471	3438	0.1895	421.740685	421.740685	479953	422.747467	1
274	3889	3856	3900	3889	0.2144	421.75322	421.75322	407667	422.7599182	1
275	1689	1678	1689	1689	0.0931	422.221465	422.221465	44788	425.2296143	1
276	3526	3526	3559	3526	0.1944	422.22868	422.22868	702773	423.235321	1
277	2866	2866	2888	2866	0.1580	422.23831	422.23831	362314	423.2451477	1
278	5385	5297	5396	5385	0.2969	422.24152	422.24152	945818	423.2482605	1
279	6672	6672	6793	6672	0.3679	422.241985	422.241985	542442	425.2473755	1
280	17837	17815	18035	17837	0.9836	422.24544	422.24544	13545.4	423.2521667	1
281	17617	17529	17617	17617	0.9715	422.24564	422.24564	3101.4	423.2526245	1
282	1117	1117	1139	1117	0.0615	422.70822	422.70822	58222	423.7147522	1
283	4934	4934	4945	4934	0.2720	422.724125	422.724125	1.7168000E+06	423.7307739	1
284	5935	5935	5946	5935	0.3272	422.733365	422.733365	335149	424.7467957	1
285	6496	6485	6518	6496	0.3582	422.738165	422.738165	575910	423.744812	1
286	3856	3856	3867	3856	0.2126	422.749845	422.749845	201454	423.7566833	1
287	4076	4076	4087	4076	0.2247	423.211895	423.211895	357940	425.2346497	1
288	5110	5110	5132	5110	0.2818	423.23568	423.23568	433160	424.2423706	1
289	16396	16396	16462	16396	0.9042	423.23925	423.23925	8660	424.2456055	1
290	1821	1810	1821	1821	0.1004	423.257185	423.257185	34626	424.2640076	1
291	5539	5528	5550	5539	0.3054	423.57493	423.57493	399340	424.581665	1
292	2910	2910	2932	2910	0.1604	423.71183	423.71183	284939	426.7237854	1
293	2140	2140	2151	2140	0.1180	423.712555	423.712555	74116	425.7250366	1
294	5242	5231	5341	5242	0.2890	423.722905	423.722905	683309	425.7297668	1
295	3647	3647	3658	3647	0.2011	423.74042	423.74042	186096	424.7471619	1
296	2668	2668	2690	2668	0.1471	424.20382	424.20382	283572	426.2170105	1
297	1788	1788	1799	1788	0.0985	424.20367	424.20367	28745	427.2001648	1
298	1392	1326	1436	1392	0.0767	424.20816	424.20816	567250.9	425.2150269	1
299	1931	1898	1953	1931	0.1064	424.208495	424.208495	1.4786260E+06	425.2152405	1
300	2987	2976	2998	2987	0.1647	424.22048	424.22048	282457	427.2250061	1
301	6408	6408	6419	6408	0.3533	424.23698	424.23698	473138	425.2436829	1
302	4329	4307	4340	4329	0.2387	424.237665	424.237665	533976	425.2444763	1
303	17870	17771	17881	17870	0.9854	424.37117	424.37117	27855.3	425.3780823	1
304	17309	17309	17386	17309	0.9545	424.37109	424.37109	9381.7	425.3777466	1
305	18101	18035	18112	18101	0.9982	424.371315	424.371315	19833.3	425.3781128	1
306	16836	16836	16924	16836	0.9284	424.37127	424.37127	4433.4	425.3780212	1
307	17606	17540	17606	17606	0.9709	424.37158	424.37158	6317.1	425.378479	1
308	4593	4582	4604	4593	0.2532	424.73505	424.73505	323639	426.7355957	1
309	3031	3020	3031	3031	0.1671	425.20966	425.20966	720283	426.2165833	1
310	2800	2789	2811	2800	0.1544	425.20973	425.20973	245664	426.2164001	1
311	4714	4692	4714	4714	0.2599	425.22792	425.22792	739189	426.2347107	1
312	8828	8795	8883	8828	0.4868	425.23108	425.23108	6.4605750E+06	426.2378235	1
313	16473	16462	16528	16473	0.9084	425.29953	425.29953	28109.2	426.3063354	1
314	6287	6276	6353	6287	0.3467	425.90262	425.90262	878600	426.9094543	1
315	17760	17672	18134	17760	0.9794	426.11109	426.11109	699791.6	427.118042	1
316	5902	5858	5913	5902	0.3254	426.21914	426.21914	804976	427.2258301	1
317	2096	2074	2118	2096	0.1155	426.23322	426.23322	172089	429.2643127	1
318	15714	15670	15714	15714	0.8665	426.240315	426.240315	66480	427.2469788	1
319	12436	12425	12436	12436	0.6858	426.27289	426.27289	102824	427.2796631	1
320	12	12	34	12	0.0006	426.37113	426.37113	21804.3	427.3779297	1
321	17496	17397	17496	17496	0.9648	426.37151	426.37151	5225.5	427.378418	1
322	17969	17936	18112	17969	0.9909	426.371825	426.371825	27040	427.3782959	1
323	17815	17782	17815	17815	0.9824	426.37164	426.37164	14545.7	427.3781433	1
324	17639	17617	17639	17639	0.9727	426.37173	426.37173	9766.1	427.3783875	1
325	17210	17199	17221	17210	0.9490	426.37173	426.37173	8505	427.3784485	1
326	12	1	23	12	0.0006	426.3864	426.3864	19487.7	427.3931274	1
327	17694	15813	18134	17694	0.9757	426.38687	426.38687	1.6196000E+06	427.3934326	1
328	15560	15439	15560	15560	0.8580	426.38702	426.38702	17772.8	427.3934326	1
329	2085	2074	2085	2085	0.1149	426.552065	426.552065	687744	427.5587769	1
330	2140	2129	2140	2140	0.1180	427.198815	427.198815	54180	429.2163086	1
331	16924	16858	16968	16924	0.9333	427.200395	427.200395	82991.6	428.2071228	1
332	3988	3988	3999	3988	0.2199	427.21294	427.21294	336760	428.219635	1
333	3603	3603	3614	3603	0.1986	427.22285	427.22285	206012	429.2454834	1
334	3889	3889	3900	3889	0.2144	427.223195	427.223195	242451	428.2300415	1
335	3856	3845	3856	3856	0.2126	427.23441	427.23441	339046	428.2410889	1
336	15725	15659	15725	15725	0.8671	427.24384	427.24384	4792.1	428.2507324	1
337	56	34	67	56	0.0030	427.244015	427.244015	23555.8	429.2451477	1
338	930	919	930	930	0.0512	427.724295	427.724295	11421.2	430.7461853	1
339	910	899	910	910	0.0501	427.729835	427.729835	6864.4	430.7463074	1
340	3339	3339	3350	3339	0.1841	427.74126	427.74126	473038	428.7480164	1
