Feature_Index	Scan	Scan_Start	Scan_End	Scan_Aligned	NET	Monoisotopic_Mass	Monoisotopic_Mass_Calibrated	Abundance	Class_Rep_MZ	Class_Rep_Charge
7452	4978	4901	5132	4978	0.2745	1040.596375	1040.596375	5.2984415E+07	521.3048706	2
7453	1590	1447	1601	1590	0.0876	1040.60176	1040.60176	200261	521.3063354	2
7454	8949	8949	8960	8949	0.4935	1040.621735	1040.621735	233531	522.3148193	2
7455	6133	6089	6210	6133	0.3382	1040.65748	1040.65748	7.9281430E+06	521.3354492	2
7456	9246	9213	9268	9246	0.5098	1041.15658	1041.15658	732217	1042.16333	1
7457	5539	5506	5583	5539	0.3054	1041.432315	1041.432315	3.1726300E+06	521.7229614	2
7458	4769	4736	4835	4769	0.2629	1041.48641	1041.48641	4.6388600E+06	521.750061	2
7459	3724	3713	3746	3724	0.2053	1041.51392	1041.51392	784760	522.265686	2
7460	1458	1447	1491	1458	0.0804	1041.53017	1041.53017	78483	521.7722778	2
7461	7431	7409	7464	7431	0.4098	1041.545715	1041.545715	2.3375890E+06	1042.553101	1
7462	7904	7882	7959	7904	0.4358	1041.554	1041.554	2.1856510E+06	1042.560669	1
7463	8806	8806	8817	8806	0.4856	1041.55653	1041.55653	227220	1043.548828	1
7464	6155	6100	6254	6155	0.3394	1041.562675	1041.562675	1.4581507E+07	521.7879639	2
7465	3174	3086	3383	3174	0.1750	1041.58313	1041.58313	1.2738233E+08	521.7982178	2
7466	5077	5077	5088	5077	0.2799	1041.598625	1041.598625	373202	521.8059692	2
7467	2756	2745	2778	2756	0.1519	1041.601185	1041.601185	307967	522.3078003	2
7468	6067	6045	6100	6067	0.3345	1041.605095	1041.605095	1.5842810E+06	521.8092041	2
7469	8234	8190	8267	8234	0.4540	1041.605255	1041.605255	2.1670340E+06	521.8092041	2
7470	5495	5440	5638	5495	0.3030	1041.61823	1041.61823	6.1825639E+07	521.8158569	2
7471	5242	5220	5297	5242	0.2890	1041.62759	1041.62759	1.6290600E+06	521.8204956	2
7472	10115	10071	10247	10115	0.5578	1041.654175	1041.654175	6.7532940E+06	521.8339844	2
7473	15681	15560	15703	15681	0.8647	1041.846875	1041.846875	12494.7	1042.854858	1
7474	16726	16726	16748	16726	0.9224	1041.84692	1041.84692	5901.3	1044.900269	1
7475	7156	7112	7189	7156	0.3946	1042.45337	1042.45337	2.0381560E+06	522.2333984	2
7476	9257	9246	9257	9257	0.5105	1042.495	1042.495	169504	1044.53833	1
7477	3768	3768	3779	3768	0.2077	1042.51755	1042.51755	232337	522.265625	2
7478	4703	4670	4857	4703	0.2593	1042.54286	1042.54286	1.1824434E+07	522.2785645	2
7479	3207	2987	3251	3207	0.1768	1042.54253	1042.54253	1.3898276E+07	522.2779541	2
7480	6595	6595	6650	6595	0.3636	1042.564425	1042.564425	410000	523.2792358	2
7481	2690	2690	2701	2690	0.1483	1042.57638	1042.57638	184864	522.2947998	2
7482	4769	4747	4802	4769	0.2629	1042.579605	1042.579605	1.7966290E+06	522.2965088	2
7483	1480	1469	1480	1480	0.0816	1042.59442	1042.59442	27390	522.3041382	2
7484	4835	4813	4846	4835	0.2666	1042.599685	1042.599685	906163	522.3067017	2
7485	2734	2723	2756	2734	0.1507	1042.60224	1042.60224	400892	522.3078613	2
7486	8927	8872	9015	8927	0.4923	1042.61641	1042.61641	4.4486040E+06	522.3148193	2
7487	9939	9873	10071	9939	0.5481	1042.65315	1042.65315	2.4290038E+07	522.3336182	2
7488	12139	12139	12150	12139	0.6694	1043.08648	1043.08648	87397	1044.093262	1
7489	6287	6221	6364	6287	0.3467	1043.422475	1043.422475	7.4348370E+06	522.7180786	2
7490	3614	3592	3669	3614	0.1992	1043.448665	1043.448665	1.8918810E+06	522.730957	2
7491	11996	11985	12007	11996	0.6615	1043.49641	1043.49641	75731	1044.503174	1
7492	5561	5550	5583	5561	0.3066	1043.501615	1043.501615	774846	522.7576294	2
7493	1744	1722	1777	1744	0.0961	1043.537425	1043.537425	142084	522.7758789	2
7494	3262	3262	3295	3262	0.1798	1043.543525	1043.543525	719434	524.2781982	2
7495	4659	4648	4659	4659	0.2569	1043.54633	1043.54633	470021	522.7802124	2
7496	3966	3955	3977	3966	0.2187	1043.55061	1043.55061	363820	523.2873535	2
7497	3372	3317	3581	3372	0.1859	1043.56246	1043.56246	1.0586939E+08	522.7880249	2
7498	4890	4879	4967	4890	0.2696	1043.56386	1043.56386	3.5614200E+06	524.296875	2
7499	1535	1491	1623	1535	0.0846	1043.57543	1043.57543	1.1252030E+06	522.7948608	2
7500	7948	7882	8058	7948	0.4383	1043.57548	1043.57548	1.9557250E+07	522.7948608	2
7501	6826	6793	6914	6826	0.3764	1043.57829	1043.57829	6.7171830E+06	522.7957764	2
7502	6133	6122	6133	6133	0.3382	1043.58059	1043.58059	557029	522.7967529	2
7503	4692	4604	4692	4692	0.2587	1043.60554	1043.60554	812698	522.8086548	2
7504	7145	7101	7189	7145	0.3940	1043.61094	1043.61094	2.2772840E+06	522.812439	2
7505	7442	7431	7453	7442	0.4104	1043.61188	1043.61188	573826	522.8126831	2
7506	6188	6177	6188	6188	0.3412	1043.636465	1043.636465	460669	522.8250732	2
7507	11622	11567	11710	11622	0.6409	1043.639825	1043.639825	3.1502930E+06	1044.648193	1
7508	12359	12326	12359	12359	0.6815	1044.1943	1044.1943	101740	1046.203003	1
7509	4483	4428	4604	4483	0.2472	1044.47592	1044.47592	3.0174767E+07	523.2449951	2
7510	2503	2503	2525	2503	0.1380	1044.47532	1044.47532	237928	523.2451172	2
7511	679	668	690	679	0.0374	1044.50053	1044.50053	4876.6	524.2648926	2
7512	5121	5099	5165	5121	0.2824	1044.52243	1044.52243	2.5519410E+06	523.2680054	2
7513	7640	7640	7651	7640	0.4213	1044.55096	1044.55096	296054	523.2822266	2
7514	2217	2184	2261	2217	0.1222	1044.558455	1044.558455	2.2521860E+06	523.2858887	2
7515	3977	3944	3999	3977	0.2193	1044.5604	1044.5604	1.0896120E+06	523.2872925	2
7516	4912	4890	4956	4912	0.2708	1044.56589	1044.56589	1.2554020E+06	524.2965088	2
7517	3086	3064	3086	3086	0.1701	1044.5816	1044.5816	1.0695070E+06	523.2971191	2
7518	6859	6793	6859	6859	0.3782	1044.582495	1044.582495	407711	523.7841187	2
7519	5968	5957	6023	5968	0.3291	1044.59064	1044.59064	1.6011110E+06	523.3018799	2
7520	2602	2602	2624	2602	0.1434	1044.59111	1044.59111	560628	523.3021851	2
7521	5143	5110	5187	5143	0.2836	1044.594945	1044.594945	2.5568720E+06	523.3041382	2
7522	16176	16176	16187	16176	0.8920	1045.10691	1045.10691	4105.9	1046.114258	1
7523	12524	12469	12524	12524	0.6906	1045.19396	1045.19396	38014	1047.200684	1
7524	11776	11776	11787	11776	0.6494	1045.20846	1045.20846	98335	1046.215332	1
7525	5209	5176	5297	5209	0.2872	1045.510175	1045.510175	4.6312420E+06	523.7617188	2
7526	4219	4065	4351	4219	0.2326	1045.521965	1045.521965	2.9680392E+07	523.7677612	2
7527	2855	2844	2899	2855	0.1574	1045.5199	1045.5199	538884	523.7666626	2
7528	3559	3559	3603	3559	0.1962	1045.53339	1045.53339	1.1856730E+06	523.7734375	2
7529	3284	3262	3328	3284	0.1811	1045.54024	1045.54024	2.0709020E+06	523.7768555	2
7530	1249	1194	1370	1249	0.0688	1045.54491	1045.54491	3.0037370E+06	523.7794189	2
7531	3757	3658	3790	3757	0.2071	1045.55054	1045.55054	2.9912380E+06	523.7822876	2
7532	6925	6859	7057	6925	0.3818	1045.55398	1045.55398	2.0708950E+07	523.7838745	2
7533	6584	6540	6628	6584	0.3630	1045.555925	1045.555925	4.2072410E+06	523.7842407	2
7534	2734	2701	2789	2734	0.1507	1045.557795	1045.557795	3.9050200E+06	523.7858276	2
7535	1194	1183	1194	1194	0.0658	1045.56857	1045.56857	28271.9	523.7908936	2
7536	4791	4758	4868	4791	0.2642	1045.57526	1045.57526	5.6780200E+06	524.2963867	2
7537	6276	6221	6485	6276	0.3461	1045.57984	1045.57984	7.2455364E+07	523.7969971	2
7538	3108	3097	3163	3108	0.1713	1045.58387	1045.58387	2.3751910E+06	523.798584	2
7539	5858	5748	5957	5858	0.3230	1045.5905	1045.5905	1.4748615E+07	523.8023071	2
7540	1931	1909	2052	1931	0.1064	1045.59137	1045.59137	8.6750250E+06	523.8028564	2
7541	7772	7706	7882	7772	0.4286	1045.59138	1045.59138	1.4723426E+07	523.8025513	2
7542	13888	13877	13888	13888	0.7658	1045.60607	1045.60607	8843.2	1046.613647	1
7543	1887	1854	1898	1887	0.1040	1045.61623	1045.61623	2.8498760E+06	523.8148804	2
7544	1766	1733	1788	1766	0.0973	1046.480785	1046.480785	212711	524.2468872	2
7545	690	668	789	690	0.0380	1046.51707	1046.51707	45811.7	524.2648926	2
7546	4934	4912	5011	4934	0.2720	1046.52044	1046.52044	2.6975960E+06	524.2668457	2
7547	2932	2888	2965	2932	0.1616	1046.52499	1046.52499	1.5920350E+06	525.2672729	2
7548	14339	14328	14361	14339	0.7907	1046.53639	1046.53639	15001.1	1047.54126	1
7549	15032	15032	15043	15032	0.8289	1046.538705	1046.538705	4285.3	1047.545532	1
7550	16022	16022	16033	16022	0.8835	1046.538995	1046.538995	3685.7	1047.545898	1
7551	13162	13151	13162	13162	0.7258	1046.5399	1046.5399	19141.7	1047.546143	1
7552	3218	3174	3339	3218	0.1774	1046.542855	1046.542855	4.8431020E+06	524.2780762	2
7553	2492	2470	2503	2492	0.1374	1046.557525	1046.557525	479739	524.2854614	2
7554	222	122	450	222	0.0122	1046.56438	1046.56438	57712.5	524.2886353	2
7555	6595	6551	6606	6595	0.3636	1046.55839	1046.55839	520308	524.2859497	2
7556	5539	5539	5550	5539	0.3054	1046.574345	1046.574345	497541	525.2901611	2
7557	4285	4285	4329	4285	0.2363	1046.57607	1046.57607	827383	524.2943726	2
7558	6034	6023	6034	6034	0.3327	1046.575575	1046.575575	958096	524.2944336	2
7559	1062	1040	1062	1062	0.0585	1046.57579	1046.57579	22335.1	524.2949219	2
7560	5055	5044	5055	5055	0.2787	1046.577735	1046.577735	396555	524.2955322	2
7561	2833	2800	2877	2833	0.1562	1046.579735	1046.579735	6.1677210E+06	524.2971191	2
7562	6639	6617	6661	6639	0.3661	1046.58522	1046.58522	1.5936420E+06	525.307312	2
7563	3119	3119	3130	3119	0.1720	1046.587225	1046.587225	216602	524.300354	2
7564	8949	8894	8982	8949	0.4935	1046.610955	1046.610955	1.7188270E+06	524.3122559	2
7565	1051	996	1128	1051	0.0579	1047.53376	1047.53376	419891.8	524.7735596	2
7566	6529	6529	6540	6529	0.3600	1047.53349	1047.53349	384672	524.7732544	2
7567	6771	6727	6815	6771	0.3734	1047.5347	1047.5347	4.5851050E+06	524.774231	2
7568	5957	5913	5979	5957	0.3285	1047.53745	1047.53745	1.3442010E+06	524.7757568	2
7569	1546	1535	1546	1546	0.0852	1047.548335	1047.548335	15821.3	524.7811279	2
7570	1843	1821	1975	1843	0.1016	1047.55254	1047.55254	5.0388220E+06	524.7835083	2
7571	5616	5550	5726	5616	0.3097	1047.55843	1047.55843	1.5649948E+07	524.7859497	2
7572	6496	6485	6562	6496	0.3582	1047.561275	1047.561275	1.0643520E+06	525.2893677	2
7573	6969	6969	7002	6969	0.3843	1047.56055	1047.56055	345655	524.7869873	2
7574	6793	6738	6859	6793	0.3746	1047.56298	1047.56298	1.7478325E+07	524.788269	2
7575	233	233	351	233	0.0128	1047.567375	1047.567375	2056.01	524.7904663	2
7576	3328	3317	3394	3328	0.1835	1047.571165	1047.571165	1.8641150E+06	524.7922363	2
7577	5506	5462	5517	5506	0.3036	1047.58112	1047.58112	1.6135530E+06	525.2900391	2
7578	7992	7915	8179	7992	0.4407	1047.59568	1047.59568	6.9323113E+07	524.8045044	2
7579	7024	7024	7057	7024	0.3873	1047.607485	1047.607485	944905	524.8106079	2
7580	7596	7563	7684	7596	0.4188	1047.639195	1047.639195	5.7206560E+06	524.8264771	2
7581	15956	15956	15967	15956	0.8799	1048.47805	1048.47805	5158.8	1050.521484	1
7582	14317	14306	14317	14317	0.7895	1048.482905	1048.482905	7636.5	1051.523926	1
7583	6848	6826	6892	6848	0.3776	1048.51831	1048.51831	1.9007120E+06	525.265564	2
7584	2921	2756	3031	2921	0.1610	1048.520875	1048.520875	1.3233620E+07	525.2672119	2
7585	4054	4043	4087	4054	0.2235	1048.51812	1048.51812	1.1225970E+06	525.2657471	2
7586	5484	5462	5528	5484	0.3024	1048.53325	1048.53325	2.2104300E+06	526.2868652	2
7587	6980	6980	6991	6980	0.3849	1048.551855	1048.551855	241400	525.2825928	2
7588	6661	6474	6727	6661	0.3673	1048.5561	1048.5561	9.4045610E+06	1049.563354	1
7589	3702	3669	3724	3702	0.2041	1048.59059	1048.59059	1.4141210E+06	525.302002	2
7590	9323	9323	9367	9323	0.5141	1048.59822	1048.59822	748374	525.3058472	2
7591	6628	6584	6771	6628	0.3655	1048.601375	1048.601375	3.6103420E+06	525.3071289	2
7592	8685	8619	8828	8685	0.4789	1048.61647	1048.61647	9.2006668E+07	525.3150635	2
7593	10588	10588	10610	10588	0.5839	1048.85265	1048.85265	97796	1050.849365	1
7594	6859	6848	6859	6859	0.3782	1049.397695	1049.397695	690524	525.7052612	2
7595	712	624	844	712	0.0392	1049.42751	1049.42751	97407	525.7201538	2
7596	2283	2228	2316	2283	0.1258	1049.45461	1049.45461	884040	525.7341309	2
7597	1040	1029	1040	1040	0.0573	1049.479625	1049.479625	8359.1	525.7466431	2
7598	3218	3218	3240	3218	0.1774	1049.50525	1049.50525	290543	525.7593994	2
7599	2041	2008	2162	2041	0.1125	1049.50927	1049.50927	7.0366040E+06	525.7614136	2
7600	10467	10412	10588	10467	0.5772	1049.51301	1049.51301	690546	1050.522461	1
7601	4318	4296	4351	4318	0.2381	1049.51247	1049.51247	1.1372140E+06	526.7531128	2
7602	15956	15901	16033	15956	0.8799	1049.51378	1049.51378	8829.8	1050.521484	1
7603	15208	15208	15340	15208	0.8386	1049.514685	1049.514685	13301.5	1050.521362	1
7604	18068	18068	18079	18068	0.9964	1049.51471	1049.51471	3428.4	1050.521851	1
7605	14284	14284	14295	14284	0.7877	1049.514425	1049.514425	13424.5	1050.520996	1
7606	14504	14504	14570	14504	0.7998	1049.51703	1049.51703	13880.1	1051.526001	1
7607	2327	2283	2470	2327	0.1283	1049.51735	1049.51735	1.2348847E+07	525.7655029	2
7608	6265	6034	6408	6265	0.3454	1049.52813	1049.52813	2.7525673E+07	525.7710571	2
7609	1018	974	1018	1018	0.0561	1049.53938	1049.53938	103946	525.7763672	2
7610	2778	2712	2910	2778	0.1531	1049.55265	1049.55265	7.4203969E+07	525.7827759	2
7611	6573	6463	6573	6573	0.3624	1049.57492	1049.57492	434437	525.7941895	2
7612	7277	7277	7299	7277	0.4013	1049.57409	1049.57409	379850	525.7937622	2
7613	8839	8839	8850	8839	0.4874	1049.61986	1049.61986	328212	525.8165283	2
7614	17837	17782	17848	17837	0.9836	1049.84873	1049.84873	7907.1	1050.855469	1
7615	16605	16550	16605	16605	0.9157	1049.848775	1049.848775	7294.4	1050.854492	1
7616	14449	14449	14625	14449	0.7968	1049.84898	1049.84898	16911.8	1050.855469	1
7617	17001	17001	17012	17001	0.9375	1049.84902	1049.84902	5759.2	1050.855835	1
7618	14801	14801	14812	14801	0.8162	1049.84966	1049.84966	8134.6	1050.856201	1
7619	14878	14867	14878	14878	0.8204	1050.18343	1050.18343	9611.9	1051.190308	1
7620	2778	2734	2866	2778	0.1531	1050.50075	1050.50075	1.4281790E+07	526.2572632	2
7621	3900	3889	3933	3900	0.2150	1050.51347	1050.51347	1.2488490E+06	526.2631836	2
7622	1623	1513	1645	1623	0.0895	1050.51545	1050.51545	439481	526.2644043	2
7623	2624	2591	2657	2624	0.1447	1050.5341	1050.5341	2.1049500E+06	526.2739258	2
7624	7035	7002	7057	7035	0.3879	1050.552305	1050.552305	4.1004000E+06	526.2827759	2
7625	4384	4351	4395	4384	0.2417	1050.59336	1050.59336	2.2618600E+06	526.3034058	2
7626	16649	16649	16660	16649	0.9181	1051.167225	1051.167225	3633.5	1052.173828	1
7627	3856	3856	3889	3856	0.2126	1051.424135	1051.424135	624114	526.7185669	2
7628	1370	1370	1403	1370	0.0755	1051.47242	1051.47242	38619.3	526.7424316	2
7629	2019	2008	2063	2019	0.1113	1051.477705	1051.477705	427077	526.7457275	2
7630	4318	4307	4362	4318	0.2381	1051.493285	1051.493285	1.2658810E+06	526.7531128	2
7631	4582	4538	4604	4582	0.2526	1051.49932	1051.49932	883976	526.7564087	2
7632	15703	15703	15769	15703	0.8659	1051.517315	1051.517315	3092.7	1052.520386	1
7633	2998	2976	2998	2998	0.1653	1051.529515	1051.529515	191533	526.7719116	2
7634	2525	2514	2525	2525	0.1392	1051.53059	1051.53059	113400	526.7718506	2
7635	6045	6023	6045	6045	0.3333	1051.53599	1051.53599	933285	526.7747192	2
7636	2668	2668	2701	2668	0.1471	1051.53943	1051.53943	335931	526.7764893	2
7637	7068	7068	7123	7068	0.3897	1051.554775	1051.554775	1.1983880E+06	526.78479	2
7638	5187	5154	5231	5187	0.2860	1051.57656	1051.57656	2.8461520E+06	526.7948608	2
7639	2294	2239	2602	2294	0.1265	1051.58093	1051.58093	6.7396760E+07	526.796814	2
7640	4406	4406	4417	4406	0.2429	1051.594575	1051.594575	381504	526.8041382	2
7641	3823	3812	3911	3823	0.2108	1051.6013	1051.6013	1.8315070E+06	526.807373	2
7642	2481	2481	2503	2481	0.1368	1051.60521	1051.60521	221905	526.8093872	2
7643	9312	9312	9345	9312	0.5135	1051.637255	1051.637255	626510	526.8251343	2
7644	6705	6683	6716	6705	0.3697	1051.63775	1051.63775	619533	527.8156738	2
7645	7519	7497	7552	7519	0.4146	1051.638905	1051.638905	1.6923940E+06	526.8261719	2
7646	8751	8751	8762	8751	0.4825	1051.82969	1051.82969	240497	1052.837036	1
7647	12557	12546	12557	12557	0.6924	1052.209915	1052.209915	40518	1053.216553	1
7648	1887	1876	1898	1887	0.1040	1052.42483	1052.42483	53358	527.7206421	2
7649	668	657	734	668	0.0368	1052.43392	1052.43392	6574.3	527.2237549	2
7650	3108	3075	3141	3108	0.1713	1052.50124	1052.50124	1.0568740E+06	527.2575073	2
7651	3823	3801	3856	3823	0.2108	1052.503315	1052.503315	7.1796120E+06	527.2584839	2
7652	4032	4010	4032	4032	0.2223	1052.507295	1052.507295	234655	528.7711182	2
7653	5902	5880	5957	5902	0.3254	1052.528125	1052.528125	5.7435860E+06	527.270874	2
7654	12491	12491	12524	12491	0.6888	1052.54331	1052.54331	116258	1053.550049	1
7655	3911	3867	3955	3911	0.2156	1052.58669	1052.58669	2.4727560E+06	527.3001709	2
7656	8696	8674	8696	8696	0.4795	1052.58879	1052.58879	333030	527.3009033	2
7657	3636	3581	3746	3636	0.2005	1052.59806	1052.59806	1.7580914E+07	527.3056641	2
7658	4274	4230	4285	4274	0.2356	1052.621305	1052.621305	1.7139110E+06	527.3173828	2
7659	5847	5803	5957	5847	0.3224	1052.63305	1052.63305	1.0160440E+07	527.3231201	2
7660	13987	13987	13998	13987	0.7713	1052.87018	1052.87018	8244.4	1054.878784	1
7661	7464	7464	7475	7464	0.4116	1053.061065	1053.061065	330409	528.0432129	2
7662	14020	14020	14075	14020	0.7731	1053.20407	1053.20407	24262.7	1054.209106	1
7663	789	690	800	789	0.0435	1053.43686	1053.43686	6488.8	527.7252808	2
7664	4747	4725	4769	4747	0.2617	1053.47858	1053.47858	1.1225700E+06	527.7460327	2
7665	2184	2140	2294	2184	0.1204	1053.49417	1053.49417	7.6071490E+06	527.7542725	2
7666	6650	6595	6727	6650	0.3667	1053.49756	1053.49756	8.4486230E+06	527.7554932	2
7667	3988	3867	4087	3988	0.2199	1053.513465	1053.513465	1.7181478E+07	528.7714233	2
7668	2723	2712	2723	2723	0.1501	1053.51095	1053.51095	214176	527.7623901	2
7669	6386	6386	6397	6386	0.3521	1053.512125	1053.512125	290260	528.2750854	2
7670	5121	5066	5308	5121	0.2824	1053.515325	1053.515325	2.9977176E+07	527.7648926	2
7671	4813	4780	4868	4813	0.2654	1053.52285	1053.52285	3.1261210E+06	527.7680664	2
7672	3746	3702	3790	3746	0.2065	1053.52757	1053.52757	6.7255910E+06	527.7705688	2
7673	5869	5869	5968	5869	0.3236	1053.53142	1053.53142	366572	527.7728882	2
7674	4494	4483	4494	4494	0.2478	1053.54376	1053.54376	475506	527.7782593	2
7675	17375	17375	17386	17375	0.9581	1053.54568	1053.54568	3345.5	1054.550049	1
7676	8751	8696	8850	8751	0.4825	1053.55907	1053.55907	9.4142540E+06	527.7861328	2
7677	6914	6914	6936	6914	0.3812	1053.57077	1053.57077	355501	1054.577393	1
7678	690	624	734	690	0.0380	1053.57322	1053.57322	24788.4	527.793335	2
7679	4417	4395	4494	4417	0.2435	1053.5803	1053.5803	3.0805720E+06	527.7970581	2
7680	6793	6738	6914	6793	0.3746	1053.588775	1053.588775	1.8184515E+07	527.8013916	2
7681	3196	3174	3251	3196	0.1762	1053.592705	1053.592705	2.4695790E+06	527.8031006	2
7682	5451	5429	5484	5451	0.3006	1053.61647	1053.61647	893718	527.8150635	2
7683	6672	6606	6848	6672	0.3679	1053.617505	1053.617505	6.1150945E+07	527.8156738	2
7684	9136	9059	9301	9136	0.5038	1053.67925	1053.67925	6.4315211E+07	527.8466797	2
7685	10423	10412	10423	10423	0.5748	1054.190475	1054.190475	213361	1056.198486	1
7686	14042	14031	14053	14042	0.7743	1054.20567	1054.20567	17280.9	1055.212769	1
7687	1381	1359	1403	1381	0.0761	1054.38188	1054.38188	49938.3	528.1976929	2
7688	14163	14141	14163	14163	0.7810	1054.50854	1054.50854	13536.4	1055.51709	1
7689	10412	10401	10412	10412	0.5741	1054.525335	1054.525335	165594	1056.532593	1
7690	9576	9543	9620	9576	0.5280	1054.52601	1054.52601	1.0613970E+06	528.2698975	2
7691	5682	5671	5737	5682	0.3133	1054.54277	1054.54277	690814	528.7705688	2
7692	6078	6078	6100	6078	0.3351	1054.53044	1054.53044	672101	1055.536987	1
7693	14031	14009	14031	14031	0.7737	1054.53547	1054.53547	19982.7	1055.542236	1
7694	1854	1821	1953	1854	0.1022	1054.58015	1054.58015	3.8174770E+06	528.2970581	2
7695	6870	6870	6881	6870	0.3788	1054.587145	1054.587145	389396	528.300354	2
7696	4527	4527	4538	4527	0.2496	1054.59106	1054.59106	212609	529.3146362	2
7697	5616	5583	5682	5616	0.3097	1054.61194	1054.61194	8.0862120E+06	528.312561	2
7698	5737	5682	5814	5737	0.3163	1054.63774	1054.63774	1.3764171E+07	528.3258667	2
7699	4439	4439	4461	4439	0.2447	1055.24572	1055.24572	660404	528.6294556	2
7700	6023	5979	6067	6023	0.3321	1055.43638	1055.43638	2.2525490E+06	528.7249146	2
7701	6067	6045	6111	6067	0.3345	1055.48712	1055.48712	1.7742680E+06	529.2584839	2
7702	4318	4296	4329	4318	0.2381	1055.52369	1055.52369	1.2022530E+06	528.7684326	2
7703	5649	5616	5726	5649	0.3115	1055.527735	1055.527735	6.4485290E+06	528.7706299	2
7704	3988	3922	4109	3988	0.2199	1055.52942	1055.52942	3.8096445E+07	529.7771606	2
7705	5341	5330	5352	5341	0.2945	1055.53042	1055.53042	445369	1056.537354	1
7706	13514	13470	13558	13514	0.7452	1055.539555	1055.539555	154792	1056.545654	1
7707	2690	2679	2723	2690	0.1483	1055.56153	1055.56153	785518	528.7874756	2
7708	5066	5055	5066	5066	0.2793	1055.570355	1055.570355	264816	528.7919312	2
7709	4362	4329	4373	4362	0.2405	1055.57224	1055.57224	1.3255410E+06	528.7930298	2
7710	7882	7860	7926	7882	0.4346	1055.58702	1055.58702	1.2493150E+06	528.8005371	2
7711	4571	4538	4626	4571	0.2520	1055.59682	1055.59682	2.1068350E+06	528.8052979	2
7712	8883	8883	8894	8883	0.4898	1055.5958	1055.5958	322897	528.8045044	2
7713	6683	6595	6705	6683	0.3685	1055.59685	1055.59685	3.3035450E+06	528.8051758	2
7714	3009	2965	3086	3009	0.1659	1055.60942	1055.60942	7.5281320E+06	529.8146362	2
7715	1744	1722	1766	1744	0.0961	1055.61394	1055.61394	104296	528.8137207	2
7716	6672	6650	6672	6672	0.3679	1055.62197	1055.62197	2.6561270E+06	528.8178711	2
7717	4131	4076	4208	4131	0.2278	1055.62308	1055.62308	9.3087750E+06	528.8180542	2
7718	6903	6903	6936	6903	0.3806	1055.633155	1055.633155	479844	528.8232422	2
7719	8036	8003	8102	8036	0.4431	1055.65707	1055.65707	3.2058560E+06	528.8352051	2
7720	12601	12601	12656	12601	0.6949	1055.7971	1055.7971	75985	1056.803833	1
7721	2140	2118	2151	2140	0.1180	1056.47183	1056.47183	576872	529.2425537	2
7722	8674	8399	8850	8674	0.4783	1056.505535	1056.505535	3.4133665E+07	529.2593994	2
7723	4791	4758	4868	4791	0.2642	1056.52219	1056.52219	5.0681720E+06	529.2678223	2
7724	6155	6133	6210	6155	0.3394	1056.53205	1056.53205	2.4398460E+06	530.2861328	2
7725	4593	4538	4692	4593	0.2532	1056.53394	1056.53394	1.1568134E+07	529.2735596	2
7726	3042	2987	3273	3042	0.1677	1056.54732	1056.54732	2.4849986E+07	530.7764893	2
7727	6342	6298	6375	6342	0.3497	1056.54395	1056.54395	2.4155160E+06	529.2787476	2
7728	1425	1392	1447	1425	0.0785	1056.54681	1056.54681	204531	529.2802734	2
7729	1766	1733	1810	1766	0.0973	1056.559785	1056.559785	540105	529.2866821	2
7730	16033	16033	16077	16033	0.8841	1056.55949	1056.55949	15537.6	1058.59314	1
7731	3372	3306	3592	3372	0.1859	1056.56869	1056.56869	1.9130331E+08	529.2910767	2
7732	10060	10016	10148	10060	0.5547	1056.57203	1056.57203	4.6904140E+06	1057.578613	1
7733	2855	2844	2866	2855	0.1574	1056.57047	1056.57047	236984	530.2929688	2
7734	7574	7563	7607	7574	0.4176	1056.57058	1056.57058	1.7930060E+06	529.2918701	2
7735	5539	5484	5605	5539	0.3054	1056.579455	1056.579455	8.1761080E+06	529.2966309	2
7736	6408	6364	6463	6408	0.3533	1056.590905	1056.590905	5.6237730E+06	529.3024902	2
7737	4692	4472	4835	4692	0.2587	1056.61692	1056.61692	5.5784837E+07	529.3153687	2
7738	3130	3108	3207	3130	0.1726	1056.61667	1056.61667	4.7741280E+06	529.3150024	2
7739	2811	2767	2888	2811	0.1550	1056.61779	1056.61779	4.5537600E+06	529.3157349	2
7740	8091	8080	8179	8091	0.4461	1056.62742	1056.62742	5.4500540E+06	529.8220825	2
7741	5033	5033	5044	5033	0.2775	1056.635505	1056.635505	324330	529.3242798	2
7742	11699	11699	11710	11699	0.6451	1057.197015	1057.197015	67007	1058.203491	1
7743	2162	2162	2173	2162	0.1192	1057.476275	1057.476275	91151	529.7449951	2
7744	12711	12711	12722	12711	0.7009	1057.51513	1057.51513	39240	1058.521851	1
7745	5132	5110	5143	5132	0.2830	1057.51785	1057.51785	798391	529.765564	2
7746	4406	4373	4472	4406	0.2429	1057.5289	1057.5289	4.5891740E+06	531.2644043	2
7747	7519	7497	7574	7519	0.4146	1057.52948	1057.52948	1.8983840E+06	530.7579956	2
7748	3911	3790	4120	3911	0.2156	1057.54139	1057.54139	1.7447840E+08	529.77771	2
7749	5770	5770	5781	5770	0.3181	1057.54021	1057.54021	246570	529.7772827	2
7750	7156	7101	7200	7156	0.3946	1057.5486	1057.5486	3.3227050E+06	1058.555664	1
7751	1458	1458	1469	1458	0.0804	1057.552935	1057.552935	19636.2	529.7831421	2
7752	4769	4758	4780	4769	0.2629	1057.55664	1057.55664	451473	530.2923584	2
7753	3306	3284	3306	3306	0.1823	1057.55842	1057.55842	437284	529.7854004	2
